,GSM758903,GSM758910,GSM758914,GSM758924,GSM758944,GSM758951,GSM758956,GSM758964,GSM758968
HACD4,-0.6045494,-0.78183174,-0.16582394,-1.2819061,-0.7993641,-0.47382355,0.08598232,-0.8528929,-1.4246368
FAM221A,-0.6237664,-1.0349255,-0.14589882,0.031741142,-0.4876728,-0.116337776,-0.18885231,-0.5031004,0.11920452
GUCD1,0.27013302,0.36942577,0.527627,0.126338,0.09356117,0.5264368,-0.41788387,0.38278198,0.21158695
HMGXB4,-0.080532074,-0.13348103,0.72714615,0.33512306,0.10051155,0.33628464,0.31886482,0.42172813,0.2674389
CFAP65,0.46860886,-0.13864326,0.04009819,-1.3488088,-1.5069957,0.53865767,1.1602182,-1.586932,-0.19083762
PPARGC1A,-0.84931016,-0.64836603,-1.3107848,0.0300287,0.0883553,1.557308,2.9613304,-0.8368483,-0.7508403
PPARGC1B,0.12434864,-1.3790045,1.1685705,-1.2776022,-1.6589565,-0.21941519,-2.4696708,-0.001119137,-0.41784906
PROSER3,0.023706436,0.32150602,-0.49346828,0.7616925,0.7978139,0.45292187,-0.16403198,-0.054345608,0.34376812
VTI1B,0.4241085,0.5941763,0.29489422,0.4323387,0.39375305,0.5669193,0.5100002,0.8364792,0.5656071
GPIHBP1,0.0713954,0.067703724,0.1350584,-0.4716258,0.015681267,0.025637627,1.1012793,-1.1067557,-0.33944654
LYN,1.1419077,1.407855,1.3667135,1.6890078,1.5852385,1.4994383,0.2707262,1.245081,1.5698614
FYB2,-0.21625948,0.04869914,-0.9890299,0.6769885,0.7779391,1.232141,3.5044487,-0.15974295,-0.20278287
FYB1,-1.7234726,-2.3900251,-0.8497267,-3.0199986,-2.0285587,-1.5485191,-0.88723564,-1.882698,-2.3885899
ERLIN2,-0.2933159,-0.69242096,-0.03192854,-0.4498825,-0.6289215,-0.8076916,0.008061409,-0.6463556,-0.6386862
AZU1,-0.71271896,-0.6826215,-1.0352535,-0.9385581,-1.2581329,-0.89538527,-0.4720869,-1.4094872,-1.4416666
BBIP1,-0.20262241,-0.17411995,0.6255913,-0.26658726,0.34779072,0.95154095,-0.49408436,-0.08648491,0.34138775
MLLT10,-0.1373825,0.12972355,0.30440807,0.39933014,0.29055023,-0.067583084,-1.0022259,0.29740524,0.45183182
PCDHGA12,0.2302599,0.00621748,-0.7547736,-0.25082016,0.20103931,0.631135,0.6804042,0.14805937,-0.84523225
NOX3,-0.08544743,-0.491212,-0.55191255,-0.16034687,-0.2804215,0.18735051,2.5637503,-1.2326669,-1.1506844
NOX1,-0.3046074,-0.07538009,-0.99366033,0.63037515,0.6788645,1.1152663,3.4231489,-0.28479493,-0.28772175
STAG3L1,0.3274393,0.37431145,-0.050668716,0.4785242,0.32140827,0.91461277,-0.6790781,-0.052324295,0.35262775
STAG3L4,-0.30703735,-0.13143158,-0.29915047,-0.16384125,0.5086589,-1.7309439,0.21236038,-0.20116234,-0.4480772
C7orf50,0.6121149,0.84526825,0.3395481,0.25067425,0.5964575,1.060832,0.43547726,0.7656498,0.6307745
NELFB,0.74415493,1.0500202,0.08878994,0.4256754,0.8475294,0.86853695,-0.40480328,0.30744267,0.7390528
FGFBP3,-1.0490685,-1.3548045,-2.0068927,-1.0427151,-1.6348181,-2.6467724,0.19991302,-2.043944,-0.9936924
HLA-DPA2,-0.79243183,0.5252638,-0.032853127,0.2898817,0.032853127,0.28872967,-1.2910757,0.40973568,0.5831785
HLA-DPA1,0.32457256,0.46412277,-0.029937744,0.29786777,-0.039628983,1.0039768,-0.6096554,0.31051826,0.68618965
RIPK3,0.6211567,0.9474201,0.97508526,0.91547775,0.7808752,0.4633522,-0.521122,1.2715578,0.48533058
ELOVL4,-0.6018347,-0.34204268,1.2281761,0.48137534,0.4128995,0.8685038,3.181141,-0.49526238,-0.46716803
ELOVL5,0.22547054,0.005670071,-0.75365114,1.1051836,0.49351168,0.7692237,0.8111725,-0.026414394,0.61122704
RIPK2,2.6308975,2.9423132,3.6286812,3.4574738,3.0919447,3.2400055,3.5408783,3.1740017,3.1952782
NSUN2,0.24405861,0.39291096,0.5310068,0.6438103,0.39167786,0.4244156,0.10429764,0.67985153,0.56928635
VWA5A,-0.0657959,-0.5613365,0.19513702,-0.07058716,0.18392944,-0.028884888,-0.22884369,-0.44411469,0.44815636
ELOVL6,-0.7034602,-0.26867056,-0.5688276,-1.1627553,-1.2879729,0.68970776,1.1281161,-0.64646983,-0.6610863
NSUN7,4.83193,5.446766,5.3896704,4.9003773,6.065652,4.1514196,5.0548306,6.0021563,3.9373593
POU5F2,0.087613344,0.030286789,-1.4793758,-0.73218656,-0.72479415,-0.26304722,2.0559325,-1.4520952,-0.6256604
SLC29A4,-0.06832361,-0.19522285,-0.3955927,-0.71811366,0.68203735,0.12664795,2.2451162,-0.5610986,-0.6862614
SLC29A1,0.26906586,-0.45208168,1.1191406,-0.93787,-0.9479904,0.7177315,1.4170685,-0.11882305,-0.18704224
SLC29A3,0.47451687,0.079179764,0.41208982,-1.1407871,-0.38438702,-0.4935894,-0.73693657,-0.20876884,-0.6204519
SLC29A2,-0.042807102,0.33755207,-0.4588995,0.72738314,-0.2378726,0.3204651,0.25075483,0.00620985,0.06834078
OR10H1,1.0476027,1.0830283,0.47014236,-0.7257786,-0.49696732,0.63989973,1.1512742,-0.76598525,-1.1595244
C7orf33,-0.42657435,-0.21323204,0.87733257,0.43010938,0.51155174,1.0976917,3.413003,0.42882013,-0.3180014
RPS27L,1.2043171,1.3265724,0.8994932,1.1761341,1.3335209,1.3302975,3.6076145,1.1402407,1.7185555
PROCA1,0.9600735,1.1115685,0.90608025,1.1083813,1.2680101,1.2411556,1.2380829,0.98533154,1.2083397
STYXL1,0.8134346,0.99163914,0.9268637,0.58462334,0.8294363,-0.006216049,0.41340637,1.2445946,0.49844933
RECQL5,-0.87119365,0.61355305,0.08217001,1.2810163,0.29128718,-1.096159,1.2139068,0.61199236,-1.4734278
UCP2,-1.523283,-0.7977438,-1.8951311,-0.69488907,-0.947958,-0.5978775,-3.330266,-1.1009178,-0.8500595
P2RY13,-5.3418446,-5.732462,-6.301739,-5.0027595,-5.0219297,-4.523567,-2.2491746,-5.9146867,-5.7308884
SLC16A1,0.057528496,-1.0077157,-0.033895493,-0.71615887,-1.0842829,0.27081585,0.4708109,-0.49194145,-0.43039036
ANKIB1,1.1689787,1.374681,1.8102145,1.7519794,1.5596957,1.6474261,1.21349,1.8356919,1.4401011
C20orf173,0.19468737,-0.38508213,-0.8696314,0.42845178,0.29231834,0.76378155,3.1249516,-0.64760953,-0.6345459
P2RY14,-3.0336714,-4.11686,-4.833777,-3.3970697,-3.0752177,-2.8550427,-0.59137344,-4.3145175,-4.2929153
MEAK7,0.4307356,0.8205595,0.58737993,1.6559572,1.2583313,0.5547013,-0.28196812,0.627398,1.0405059
YLPM1,-0.3225932,-0.2394185,-0.61897135,0.6210909,0.118395805,-1.34097,0.002688885,-0.1154089,-0.35532236
LYRM9,0.2945633,0.5172453,1.1251616,0.47553062,0.9428687,0.09642792,-0.72716665,0.37389278,0.30189514
FAM225A,3.137041,2.9646816,3.8761597,1.6645794,2.9837427,2.0953789,1.7805462,3.3766747,0.6407356
LYRM7,-1.2951136,-1.1893711,-1.3496923,-1.6128883,-1.1443009,-1.0218506,-0.72666407,-0.8419771,-1.0416222
HLA-DPB1,0.5062771,0.542778,0.01887703,-0.07548523,0.26872826,0.31711388,-0.21658707,0.50073624,0.20007801
MPLKIP,0.24541664,0.19108868,0.30784607,0.2650776,0.17616177,0.1692791,1.119173,0.31155396,0.86470604
OR10G8,1.5275612,0.5394063,1.4182019,-0.9828303,0.94921446,-0.8173845,1.0394459,-0.3881774,-0.50258493
ENSG00000291179,0.11096907,-0.37178993,0.14576387,-0.41640806,0.027490139,-0.6919899,-0.52694845,-0.8335185,-0.15189886
C7orf25,0.45018578,0.76611185,1.2612429,0.3304534,0.17640495,-0.5454383,-0.5800462,1.0965757,0.112555504
PECR,0.1835742,0.18895102,0.023531914,1.5166502,0.21942472,0.03751564,-0.3035612,-0.11843157,1.7522097
IQCB2P,-0.007678986,0.63802195,-0.41381884,0.91902065,0.9713931,1.0189972,1.1134748,0.42499924,0.50520563
HNMT,-0.8141899,-1.8898525,-0.4554329,-2.401782,-1.836174,-0.6533241,2.270979,-1.3546906,-1.3649826
CXCL13,6.1380944,3.9966416,5.053107,1.5967607,8.457687,4.991071,4.764964,6.3770757,3.983777
ANKRD20A18P,0.90005255,1.3281345,0.25881815,2.629125,2.8029447,0.024328232,-0.439178,0.6672311,1.2290449
CXCL16,2.261547,1.8993492,2.6401834,1.8344193,1.3671932,2.7619934,2.772129,2.1351042,2.4548492
SLC25A48,-1.1144241,-0.8939154,-1.7140354,-0.029593587,-0.14803195,1.7541249,2.6451344,-1.1067724,-1.0707308
STK11,0.4431715,0.9595442,-0.018221855,0.38542747,0.4782977,0.90021896,-0.5697565,0.89634514,-0.025863647
OSBP,-0.3913498,-0.2833581,-0.64356947,0.50897264,-0.2502122,-0.56483984,0.85820436,-0.55741596,-0.33047724
SLC25A43,0.028635025,0.49722862,0.8436947,0.42496967,0.35368538,-0.014282227,-0.3408022,0.9241314,0.3105755
KPNA5,0.62620115,0.7732134,0.8335452,1.3219128,1.5384526,0.9880438,1.4273925,1.0682831,1.023778
SLC25A42,-0.5983033,-1.6774573,-0.58811927,-0.3389907,1.989876,-0.6109276,2.154115,-1.9155353,-1.0859536
GPRC5D-AS1,0.61869335,0.5702076,0.15356731,-0.35098457,0.02169323,0.46804762,0.2411418,-0.3595562,-0.076684
KPNA2,-0.32912827,-0.13551044,-0.54813576,-0.10019684,0.08110428,0.28640556,-0.46170998,-0.07258892,0.25883484
ZNF687,0.63325024,1.1032143,0.2628603,0.40107822,0.13065338,1.6665812,0.1532259,0.99962807,0.72515965
SLC25A47,0.5281019,0.16129112,0.2478633,-0.32694006,0.1318078,0.63081026,1.4853969,-0.36266613,0.35431623
CCDC144BP,-0.6060629,-0.15632439,-0.96292496,-0.06799221,-1.2617478,-1.2601581,-0.06525612,-0.009004593,-0.48378134
SLC25A46,-0.23985481,-0.14172935,0.10813999,0.35853767,-0.18930149,0.32159042,-0.36771774,0.014691353,0.38287354
ZNF684,0.33179617,-0.27919436,1.7453532,1.0292115,-0.02998066,0.16751385,0.34416628,0.5294156,0.33760738
MYLIP,-0.9486208,-0.5759249,-0.18642521,0.06861782,-0.36097527,-2.0288358,-1.0441694,-0.6130104,-1.447278
ZNF682,0.1730094,-1.2836955,0.59653616,0.764925,0.18070364,0.31537437,0.000154,-0.7375853,0.35698605
CPA1,-0.5247084,-0.19500315,-1.0367808,1.1124723,0.5610368,0.939888,3.1867535,-0.39662528,-0.48290312
ZNF680,0.507102,-0.011925459,0.282578,0.8774736,0.49220037,-0.63949275,1.6273189,0.5627358,1.8994122
FOXP3,0.8689518,-0.001535654,-0.014919519,0.025172472,0.65818644,0.58401775,2.8287666,-0.43162537,0.053397298
FOXP1,0.3651247,1.0060501,-0.6810913,1.742238,1.3977718,0.48377705,-0.5212288,0.7808237,1.0817499
ACAP3,-0.56584644,-0.11588335,-0.7980175,-1.0878901,-0.51678133,-1.1908188,2.024529,-0.48018885,-1.6049356
MAF,-2.554843,-3.3816967,-4.150258,-2.6173105,-1.4173698,-1.3342867,1.2201433,-2.4161434,-2.2509584
FSCN1,4.6293125,6.224803,3.5803556,6.339244,5.405383,4.836604,1.3507175,5.5209675,4.9552717
SLC25A51,0.47592115,0.776309,0.5216141,0.55132675,0.6998091,0.5760789,1.2068977,0.6996708,0.6706934
MAL,-0.70967007,0.20266914,-1.0084262,-1.218338,0.31794024,0.22292471,-0.29453087,-0.51152706,-0.46607113
FSCN3,-2.1764789,-1.461875,-2.1317487,-1.5152369,-2.6470983,-2.336532,-2.1617055,-1.706706,-1.4277301
ZNF678,-0.7316475,-0.12763071,-0.37894917,0.02951336,-0.2552457,-1.5898473,-0.078635216,-0.12004471,-0.6022959
ZNF676,-0.2662673,0.10663891,-0.11104393,1.1711092,0.23550701,0.05035019,0.19731712,0.5955982,-0.044680595
KIAA0408,-0.2357809,0.011345387,-0.71299267,0.6672884,0.7291906,1.2851253,3.5908601,-0.012651205,-0.17137587
KPNB1,1.4166956,1.8780928,1.4598818,1.835679,1.8741798,0.9521837,0.19705105,1.4378986,1.2331972
ZNF672,0.65793896,0.86462116,0.27511406,0.59621525,0.3272829,0.9253473,-0.06524372,0.57775116,0.5847616
FOXO4,0.23688126,0.07355261,0.5677748,-0.8239331,0.17537212,-0.9927592,-0.95031166,-0.16878986,-0.40861273
FHIT,-0.05286026,0.003219605,-0.15533686,0.48006487,-0.6156049,0.31892967,0.6268678,0.30430555,0.31100988
ACAT1,-2.3521132,-0.7538099,-2.8055804,-1.4741043,-1.3615079,-0.84927344,1.419903,-2.0527978,-2.148336
STK35,0.44617653,0.7668514,-0.09894371,0.6623993,0.9315362,0.6188116,1.2839346,0.6366172,0.991549
DSEL,-0.54853344,-0.873021,-1.7247846,-0.10879314,-0.14134657,0.33255243,2.6673965,-1.0859361,-0.5875093
STK38,0.12683964,0.8089342,0.49063873,0.22772312,-0.04482937,-0.2374239,-0.97716427,0.4929037,-0.19522762
MBP,-0.5569974,-0.7185525,0.004531622,-0.30093503,-0.2844622,0.4622314,2.199276,-0.818887,-1.0883849
ZNF664,-0.26917076,-0.1394968,-0.17143536,0.07086754,0.025978088,-1.4292126,-0.23534107,-0.213583,-0.23329926
EVI5,-1.0634885,-1.041398,-1.0519676,-0.89470863,-0.48042536,-2.0454102,-0.8177099,-1.4621263,-1.1731052
KRT18P51,0.88246727,0.12438154,1.084588,0.53460836,0.63686657,0.9565172,0.62146664,0.33581734,0.5240946
DEFA6,0.61208844,1.2759039,0.6163299,0.8212576,0.6622932,0.67419314,2.7306645,0.8174734,0.78480315
SRD5A1,1.6384668,1.9386516,1.224153,2.1692028,2.5816832,0.17923427,2.4833078,1.9418745,2.3393488
KRT18P55,0.8072486,0.4830904,0.7618356,0.9312997,1.1700053,0.69571114,0.72805214,0.5562897,0.31031895
TMEM277P,0.37849712,0.3659973,-0.36530685,-0.512866,-0.11094475,1.0215578,1.2247934,-0.48386765,1.8463125
FOXN3,-0.21044159,0.006634712,0.39218712,-0.34100723,-0.4604683,-0.92569923,-1.467658,0.16144466,-0.49332047
EEF2,-0.61112976,-0.38303757,-1.5516243,-1.1090965,-1.1356297,-0.9080868,-3.1573114,-1.4999971,-0.75258636
AICDA,-1.1068314,-1.005751,-2.0496829,-0.89757,-0.45400643,0.11335802,2.0127585,-1.6006218,-0.9740869
CXCL10,8.03158,8.307259,8.762918,8.852201,9.087826,7.550506,7.8263283,8.61735,7.4464087
CXCL12,-0.46688294,-0.4439957,0.1361227,-0.08401799,0.026293993,0.43811214,2.7231517,-0.48937368,-0.7384405
STK26,0.7469053,1.2065516,1.2361546,1.5261736,1.1388388,2.1217566,2.0299826,1.6004982,1.7873297
POMT2,-2.0842085,-1.7062106,-2.6535625,-2.160849,-2.1497083,-2.1485434,-2.546464,-2.0406027,-2.3331041
KRT18P21,1.0482869,0.39018106,0.7095685,0.54282665,1.1248899,1.1220121,0.86662626,0.43979883,0.66266155
MAFIP,-1.2193122,0.029510975,-0.44632864,-0.56820726,1.1731005,-0.12818527,-0.3888626,-0.08604002,-0.9261551
CELF1,0.30256844,-0.001538277,0.088695526,0.001537323,0.58541584,1.2854843,2.0855255,0.7203989,0.26104927
FHL3,-0.42566872,-0.77024364,-0.7244053,-0.5260811,-0.52397823,-0.5723872,-2.6714888,-0.5940151,-0.7975769
MIR3150BHG,-0.93978095,0.11521006,-1.480701,0.20244777,0.07326579,0.5470059,2.8747246,-0.8555137,-0.84813714
CAPZB,-1.2232265,-0.98563576,-0.8910389,-1.0897465,-0.8295784,-1.2199421,-1.4860554,-1.0701151,-1.3581295
SUMO2,-0.17807388,-0.07986832,-0.054236412,0.21918297,0.26178932,0.47440338,-0.025274277,-0.047035217,0.7390175
ZNF646,0.2920761,0.5227661,0.7837219,-0.031316757,0.14105988,1.2685871,0.26464462,0.41850376,0.53531265
KRT18P32,-0.323673,-0.6402869,-0.5718398,-0.5172063,-0.63251853,-0.16552567,2.209421,-0.16541958,-1.5598137
COX6B1P3,0.757555,-0.03739071,-1.9990911,-1.3090425,0.048549652,-0.6973839,3.0155783,-0.49308014,-0.5307026
ZNF385D-AS1,-0.32500374,-0.07556307,-0.9293722,0.6367974,0.6854011,1.1197025,3.4100332,-0.28022605,-0.2790184
CD8B2,0.35381603,0.7779398,-0.12938976,0.109173775,0.7764802,1.0623126,-0.1630764,0.5843229,0.46256638
SLC25A16,-1.4113994,-1.5548763,-1.345252,-1.3379211,-1.0156779,-3.0221581,-1.7012396,-1.041637,-1.6959844
SLC25A15,-0.21907282,-0.71829176,0.592185,-0.9606452,-0.4458151,-0.3491025,0.29635477,-0.33779335,-0.69632435
NPC2,-1.1887188,-1.788023,-1.0163584,-1.7488022,-1.4176855,-1.1808376,0.08703041,-1.4839668,-1.153717
SLC25A13,-1.0011873,-1.4739184,-0.57501125,-1.0931034,-2.171362,-0.8366947,-1.5774317,-1.2200384,-0.8082566
MFF,-0.3254795,-0.45767212,-0.04140377,-0.35322762,-0.3298025,-0.024230957,0.50652504,-0.1970272,0.061084747
SLC25A26,0.24961996,0.58221006,0.006923199,0.35444498,-0.008393288,-0.059535027,-0.5443497,0.7677903,0.3154502
ZNF629,0.6507206,1.0133133,0.46868992,1.1053963,0.93970776,1.0240879,0.1856823,0.81142235,1.3830433
ZNF624,-0.46375418,-0.17105055,-0.034362793,0.1634717,0.1151886,-1.5060043,0.57342815,-0.29875183,0.03527689
SLC25A20,0.77687263,0.5981922,1.3032541,-0.15990067,0.38397408,0.40605164,-0.13991165,0.6233692,0.50748825
ZNF620,0.16271734,1.2195249,0.80934334,2.087985,0.97241116,-0.59772515,1.326993,1.1921005,0.9157114
CTHRC1,0.84998226,0.38682556,1.8538568,-0.19210482,0.001614332,0.46238303,2.6512702,1.1479793,0.22344327
KRT18P10,0.059235573,-0.40576744,0.17898369,-0.06497288,0.077206135,0.53711605,0.5736227,-0.30325508,0.1365881
MMAB,-1.1259055,-1.3204646,-2.0837235,-0.50356007,-1.5342393,-1.2131138,-1.5831652,-1.368671,-0.8098345
MGA,0.50143147,0.3907051,0.5671663,0.6486826,0.6571398,0.003961563,0.00031,0.59472084,0.59190845
FOXJ1,0.64313173,0.62124157,1.1514792,-0.27416277,-0.31819582,0.10796356,5.3134713,-0.24958515,-0.10332632
MERTK,-3.9408052,-4.516619,-2.7501936,-4.290821,-3.8644688,-2.4683113,-2.9477873,-4.187939,-2.743434
DHODH,-1.2295265,-2.194428,-2.6022968,-2.0363197,-2.2664876,-1.9861274,-2.9102325,-2.119174,-1.6596937
NELL2,-0.17934251,-0.22508264,0.18655682,-0.29834223,1.3119552,1.1350529,2.3408585,-0.18911886,-0.0771656
SNRK,-0.31770325,0.097738266,0.680315,0.20933008,-0.23881578,-0.6163678,-1.0175467,0.40590906,0.012191296
SLC25A31,-0.2416153,-0.01806426,-0.70116854,0.6312765,0.703835,1.2841442,3.5984662,-0.20448184,-0.16636574
ZNF611,0.07498455,-0.11560917,-0.08314705,0.19995785,0.5693197,-1.7388301,0.65987015,-0.7222185,0.48707676
SPON2,-0.6432352,1.3754025,-1.9558296,1.110755,-1.112833,0.06608105,-1.8954802,0.41408157,2.2826815
PTGES3P3,0.07775974,-0.33378696,0.1652422,0.56457233,0.3348484,-0.8150587,-0.0764761,-0.089808464,0.091109276
PTGES3P1,0.000768,0.1249094,-0.2986784,0.32765865,0.5461035,0.21074963,0.3524294,0.30544758,0.40113544
OGFOD3,-0.5431204,-1.07058,-1.0470209,-1.2506533,-1.166059,-1.9929395,-1.9181709,-0.6543312,-1.5517931
FOXI1,0.74423456,0.26341796,0.9850912,-1.3498089,0.046140432,1.1689987,1.7305803,-0.326555,-0.10331941
ZDHHC6,0.06866646,0.38951874,0.32870293,-0.15218925,0.064291,0.12239838,-0.28548813,0.41229343,-0.1036129
CCT6P3,-0.23729897,0.046565056,-0.20805454,0.22310448,0.019595146,-0.34964943,-1.1156445,0.2727642,-0.20407867
ZDHHC3,0.1007576,0.24380112,0.6224785,-0.005615234,-0.2728443,-0.027460098,0.14355564,0.093131065,0.21463394
ZNF728,0.45488834,0.6819496,0.55322886,0.63273335,0.7762408,0.2316556,1.0026364,0.8893752,0.24867582
SRGAP2B,0.47619438,0.32552433,-0.08987236,0.28922653,0.82002735,0.10841179,0.9918165,0.46827602,0.40229607
MIF,-0.7021847,-1.0258684,-1.5053635,-0.8331394,-1.3255739,-1.2479973,1.4701786,-1.8503294,-0.42479897
THAP2,1.3012218,1.6438875,1.4818487,0.66454554,1.3276753,1.5929103,1.6863389,1.6107063,1.66816
THAP1,0.4478798,0.68766403,0.6514616,0.541275,0.823596,0.710165,0.55791855,0.92548466,1.0907726
THAP6,0.6763339,0.71210766,0.70417595,0.97115755,1.2447858,-0.38304806,0.2181015,0.8488407,0.7410617
THAP7,0.19608784,0.21176529,-0.2627182,-0.025601864,0.008215904,-0.03738737,-0.55228615,0.30723476,-0.52360487
CTXN2,-0.3823607,-0.0594393,-0.79856515,0.4430747,0.63883686,1.1850615,3.4219096,-0.26630795,-0.26488876
TMEM87A,0.7553444,0.7585678,0.8226633,0.80913925,0.85011864,1.0408745,0.39515877,0.98952293,1.3032551
TMEM87B,0.229105,0.4553728,1.0463858,1.4096794,1.1666489,0.30913925,0.7797775,0.65001774,0.35139656
CAPSL,1.7563858,1.951921,1.4828377,1.5143976,1.9797492,0.7539172,1.5213237,1.6556973,1.3291926
LINC02061,0.1490686,-0.28788275,-1.0661862,0.56827414,0.45240903,0.95165765,3.279492,-0.4964667,-0.46324247
EVPL,0.59987926,0.31110954,0.098843575,-0.23781681,0.10187721,0.6445112,1.7097464,-0.13733387,0.20856571
APH1A,-0.04044676,0.044631004,-0.057693005,-0.5744543,-0.08940029,0.8631644,-0.64992476,1.5286031,-0.8300338
SNX1,0.09568977,0.24152565,-0.044491768,-0.019794464,-0.34227276,-0.16412544,-1.0449142,0.20233345,-0.111846924
ZNF707,1.0753202,1.0965176,1.3308954,1.3625803,0.5793867,1.316495,1.1466589,0.9787817,1.345046
SNX2,-1.6733875,-1.7738972,-1.3862829,-1.1263523,-1.6388655,-1.3021603,-1.4578466,-1.432436,-1.019865
PENK,-0.6406337,-0.66743743,0.23589945,0.001070261,-0.123232245,0.3099072,2.8009794,-0.8717617,0.45797563
ZNF700,-0.37975836,-0.247962,0.014542103,0.20563364,-0.10614014,-0.73947144,-1.5686512,-0.12492418,-0.23363924
RIMKLB,-2.7038,-1.4367859,-1.1760056,0.7620249,-0.04822898,-0.55200005,1.1051311,-0.73795533,-0.10510659
RBM10,0.45528316,0.5844507,0.069449425,0.2646036,0.50226593,0.665061,-0.15676022,0.48443413,0.5419493
TMEM86A,-5.055434,-4.3024206,-3.37992,-4.8743353,-4.999218,-4.1033225,-2.2431126,-5.9089613,-3.7486928
RPE65,-0.24853373,0.13506329,-0.77859986,0.7047925,0.8679764,1.1833475,3.351279,-0.107028365,-0.23830068
INTS6,0.08063698,0.47562742,0.83998156,1.1306758,0.4384799,0.49576616,0.42763567,0.5333533,0.72335243
RCOR2,0.24114037,-0.445076,-0.79867935,0.1445179,0.40517807,-0.33618736,2.3801098,-0.39022064,0.7892113
RCOR1,-0.568161,-0.43354702,0.22985649,-0.5210476,-0.22725773,-0.22832108,-0.721035,-0.16084099,0.09763718
SUV39H2,-0.07603121,-0.07690811,-0.48056936,0.19947624,-0.32863283,-0.59562874,0.30810404,-0.18325233,0.27334023
CCDC120,0.24183655,-0.5083122,-0.303236,-0.49473953,-0.010134697,0.3114872,1.5888987,-0.051979065,-0.33619118
CCDC126,-0.2916813,-0.17953253,0.6748791,0.6307101,-0.01222229,-0.1967845,0.31036758,0.04700899,0.31691933
FKBP14,-0.11958742,0.060171127,-0.43041515,0.69608784,0.25709915,-0.7416258,-0.9985075,-0.011390209,-0.2996354
LHFPL3-AS2,-0.4043448,-0.11237621,-0.2181139,0.610186,0.65425825,1.0854619,3.3866165,-0.2926842,-0.3307941
CCDC124,0.22024155,0.2107811,-0.30128956,-0.46370888,-0.16790485,0.29831886,-0.1493988,0.17282677,-0.47038078
BMI1,0.47680092,1.0157461,1.0337868,1.1200128,1.1169877,0.61150837,0.7774315,1.1842089,0.9106245
PEPD,-1.134819,-1.418582,-1.3800068,-1.7325687,-1.5817404,-0.8210983,-1.7914,-1.3437719,-1.2241936
ACADL,-0.36206877,1.2759242,-0.86253345,0.7473098,0.7162448,1.1734917,3.433213,-0.22474039,-0.22926748
SBSPON,-0.4334786,-0.16543055,-1.0107633,0.7075397,0.5843419,1.0458782,3.3370652,1.2287877,-0.14672399
CCDC112,-1.4501209,-1.1940002,-1.8331814,-1.1630979,-1.4389696,-1.7246504,-0.9976201,-1.0070271,-0.98612976
FOXD2,0.47555828,0.8293681,0.1532731,0.048573017,0.15224743,0.81452656,-0.12592459,0.6585612,0.22184563
DBNL,-0.17176533,0.42354774,-0.1963234,0.3109026,0.19976997,-0.7394028,-1.4850311,0.5468855,-0.55882263
CCDC116,0.33271956,0.63522935,0.58651686,-0.36978292,0.47145605,0.3657279,2.042643,0.60557985,-0.5325031
MINK1,1.6948624,2.3026,1.5446405,2.3120384,1.8941317,2.3665314,-0.062044144,2.6170492,1.8622322
COMMD1,0.48507786,0.6041403,-0.073866844,1.178338,0.87908936,0.37499142,1.179246,0.57077885,0.7861757
COMMD5,-0.6342485,-0.83047056,-0.22532034,-0.5933602,0.040346146,-1.4842701,0.56792545,-0.9626107,-0.28080034
KXD1,0.22947502,0.5005121,-0.117204666,0.029104233,0.22801304,-0.77368355,-1.708148,0.6211729,-0.3692913
FOXC1,2.3922086,3.1383462,2.1691766,2.7120633,3.167624,3.0256562,1.3157411,2.6304717,2.6861634
RABGAP1,0.3470688,0.34121323,0.22053814,0.9144726,0.34073353,0.91604996,-0.44984436,0.6187477,0.7087612
SATB1,-1.7603674,-1.7954459,-1.3563738,-1.8781261,-1.4766469,-0.3755474,-1.103939,-1.5993471,-0.8958931
CCDC103,0.8348689,-0.16147852,1.2338867,0.6984539,0.5919757,1.6316514,1.9370904,-0.17506313,1.5868716
DOT1L,0.9425292,1.1048684,1.1419711,0.98246527,0.8782306,1.4975562,1.5592513,1.167706,0.9125018
CPN1,-0.3576696,0.45903873,-0.005339146,-0.44866228,-0.58235025,-0.21345997,0.8496547,-1.0019825,-0.22296381
PGRMC1,0.030459404,0.057744026,0.4058938,0.28893805,0.11516762,-0.50344276,0.3427558,0.38016558,-0.2662797
SERTAD4,-0.6488907,-0.31058717,-1.1599114,0.42930484,0.43646276,0.8914201,3.117731,-0.510659,-0.50476635
