Gene_Symbol,WT_1.gProcessedSignal,WT_2.gProcessedSignal,RNA5_TLR4_1.gProcessedSignal,RNA5_TLR4_2.gProcessedSignal
CCDC26,2.744535,2.698877,2.924351,2.81911
LINC01470,2.3931,3.02499,3.311353,3.136559
LINC01948,5.507558,11.9816,5.693284,3.313732
lnc-GLB1L2-1,3.315693,4.706596,4.526858,7.29926
SNHG14,40.5336,45.82716,34.20997,41.63886
LINC01905,2.243391,2.752837,2.98335,2.816401
CA5BP1,27.48215,38.46458,48.29345,34.10274
C17orf51,144.0423,251.5,159.7578,123.7871
TWIST2,40.53019,84.04883,48.09814,43.73493
GMDS-DT,46.42342,64.31633,54.63202,31.58254
LINC02482,39.79615,46.46231,36.52594,31.68646
LINC00963,337.8032,550.6296,487.747,408.9619
LINC00963,215.413,275.2961,334.1931,261.173
lnc-GTF2F2-2,9.714012,2.881981,3.215121,3.391722
GARS-DT,67.27464,79.11406,101.8018,85.43806
PVT1,1592.525,1406.516,1533.772,1449.734
CARMN,11.48711,9.269806,5.036099,3.614133
SNHG5,34193.33,39561.07,41096.7,35883.21
LINC00698,5.556932,3.611557,3.608109,3.501701
SNHG6,22568.08,27521.08,29811.17,25139.45
,24.26429,13.22659,12.0001,13.66109
SPIN3,27.5074,40.65685,29.25874,24.54044
LINC01278,57.48717,62.52238,92.44097,77.13855
LINC00963,627.6778,758.9993,1019.215,847.5269
LINC-PINT,41.70524,102.0834,201.6649,188.7763
LOC101928682,4.260754,5.186702,3.225643,3.112873
,3.816413,3.838473,3.630609,3.459387
LINC00881,4.538901,3.90704,3.726287,3.173724
H19,3.420844,3.470852,6.441271,3.544583
UBE2E3,71.56825,114.0466,92.33055,74.66896
PTPN14,4171.18,4688.359,4771.924,3697.966
lnc-PROC-2,14.09828,11.75613,24.8595,20.12598
XIST,2915.986,4843.096,942.0082,872.5657
lnc-MYC-1,21.23656,14.76466,38.87167,34.6361
LINC01481,223.524,280.3094,213.0372,204.7408
CARMN,3.072592,3.191248,7.364229,3.464735
GALNT9,9.256472,7.172438,3.711164,3.563942
,505.7106,506.5598,624.662,544.6195
JPX,156.5961,256.7589,290.6838,215.3693
MALAT1,248.9762,530.74,226.0141,226.9163
FTX,31.66467,44.6039,105.9551,75.09131
HAR1A,3.02351,3.169246,3.399805,3.239808
LINC-ROR,399.8541,347.3389,250.5247,187.0017
,2638.567,4118.778,2549.709,1959.055
KHDC1,263.3382,331.3992,276.4228,137.3508
LOC101928237,38.31948,53.4039,45.0366,42.66498
lnc-CHIC1-2,54.41836,71.72419,32.5286,33.75284
,126.5165,138.6658,286.1161,297.0661
RNF139-AS1,22.6681,16.85316,31.6923,32.40452
,80.29878,86.39853,73.17578,74.29012
SMIM13,1107.344,1811.727,1674.217,1273.19
HOTAIR,33.99919,36.7848,30.29008,25.92095
HAR1A,69.41812,85.07323,65.79607,35.84742
XLOC_l2_001273,11.82947,8.055513,27.79435,15.88429
lnc-ZDHHC2-1,11.38624,27.18051,15.50352,22.3538
LINC00963,238.6513,321.3163,456.2632,408.6175
lnc-RP11-150O12.1.1-1,2.305624,2.666421,2.901781,2.773422
LOC101927405,32.95919,19.05493,26.32308,21.29256
AATBC,12.70031,6.314112,4.045137,3.120544
TUG1,203.2248,287.6319,239.9122,211.3811
THAP9-AS1,47.30014,57.57768,57.95227,46.10842
,18.57528,21.11462,23.24657,11.42767
lnc-SIK1-5,143.4025,137.2953,104.3735,83.84672
LINC00964,5.946152,5.164127,3.513625,3.492739
LOC100132356,18.7819,20.15411,26.93504,20.772
HOTAIR,5.785125,3.433843,7.213567,4.285719
LOC100132356,9.114429,3.479011,13.48248,15.60687
CCDC18-AS1,14.86017,27.0633,25.76213,25.56598
,93.02982,125.0905,473.3958,374.1931
HIGD1A,962.9314,1425.825,930.2418,665.0205
LINC01116,1333.682,2252.155,1737.459,1445.122
LINC02245,996.0646,1091.223,1224.422,1260.15
lnc-IRX3-4,34.62959,28.5017,31.99214,31.42093
,181.7791,172.6534,134.5785,112.1608
OTUD6B-AS1,1887.721,2714.597,1240.029,1013.547
lnc-SAA2-2,26.33685,23.36476,29.1781,22.68238
CLEC2D,16101.29,21137.78,17334.5,13831.33
lnc-VWA5A-1,2.279009,2.829919,3.083475,2.892969
PMF1,9831.714,10005.5,10582.6,8637.846
lnc-UQCRFS1-7,635.9283,1119.63,1579.525,1322.23
,18.87435,32.6751,28.26573,22.9948
LINC01088,2432.894,2526.594,1900.688,1643.464
LINC00398,70.19348,68.0419,54.41685,57.83021
lnc-SLC25A30-1,2.326549,2.679028,4.550392,2.735513
GNASAS,45.14482,78.49629,61.26926,76.59826
ZNF90,11193.89,10944.11,11216.89,10631.14
ANKRD20A12P,57.7394,81.14325,285.5503,243.8272
MSN,3.074841,3.200081,16.32587,9.234191
LINC01355,31.46675,35.08378,69.13011,62.88258
LINC01187,3.175915,9.73137,5.972214,3.500706
lnc-BBS12-1,2.652787,3.321002,3.686544,3.568451
LINC02562,3.477878,3.566064,3.847595,3.675692
MIPEPP3,107.4047,98.09583,63.32033,74.09822
ANP32AP1,2839.707,3557.549,2866.715,2632.416
SEPT7-AS1,4129.054,3439.012,3684.925,3230.838
LOC105377137,114.7029,96.37698,432.7991,246.6548
,5941.758,7664.437,6508.608,5608.563
XLOC_l2_014645,53.32357,54.30685,130.6027,28.9412
LOC100129434,22.93174,30.00549,26.01365,27.80214
lnc-FARS2-2,4729.21,5568.332,4613.806,4211.09
LOC441204,7.65717,6.612785,7.765728,10.24524
,85606.75,89971.66,84650.38,78138.73
XLOC_l2_000864,2.887549,3.055699,3.297165,3.285357
IPO7,4888.02,5673.624,5443.474,4761.136
DST,74.19669,90.83333,161.2936,130.2652
XLOC_l2_012323,16.88485,24.82169,21.33698,15.08994
,2875.147,3612.059,2345.946,1941.369
lnc-FBXW4-1,4.581041,13.77362,3.354639,3.317183
LINC01487,2.495673,2.90191,3.193713,3.152261
PIEZO1,52838.16,55636.43,51614.71,46575.13
,9.836124,18.1917,17.00003,21.98774
lnc-CKAP2L-1,21.40651,30.7785,33.73042,22.13944
LINC01564,68.34234,70.01448,70.40378,87.05813
LOC105379031,2.679745,6.519515,3.334999,3.156319
,32.54904,20.04431,33.73229,19.15533
FAM199X,237.3021,294.7662,275.1252,201.5427
LOC105369957,92.51181,102.2016,93.18592,67.20533
,16.52685,14.83494,12.99668,3.7416
lnc-HK2-1,20.29029,28.54515,9.230437,12.65916
MFAP3,91.35797,110.8793,135.3674,103.5797
GTF2IP23,17.64124,24.70828,31.57341,37.34235
LOC729296,88.22568,180.8118,56.48817,39.44603
BRK1,16740.83,18892.77,18037.88,14777.05
,18.27484,31.72806,20.60637,20.3236
PWAR6,178.3848,370.8834,483.3042,368.934
LOC100130476,2.509432,3.213505,3.513282,3.329452
LOC101927060,123.6094,185.5543,211.1456,185.3284
lnc-LCP2-2,2.542839,3.249884,4.520745,3.42739
XLOC_l2_010494,2.514008,3.190795,3.583008,6.426116
ENPP7P13,2.599841,2.840221,3.114779,3.109504
lnc-TREML1-1,2.842061,3.002089,4.445494,3.098284
lnc-TOP1MT-2,1207.894,1431.856,937.1454,969.4682
LOC105376553,37.36312,30.19997,27.33262,23.33706
LOC730101,1110.571,1504.094,1027.837,828.7049
LOC100499194,49.56323,56.55323,32.29697,43.24337
LOC101929216,538.5417,475.6879,507.6746,459.1025
,1168.08,1843.359,1585.434,1160.151
LYPLAL1,28.20788,43.20933,51.18048,44.41832
,2.337769,2.89917,3.351011,2.975249
ANKRD33B,3746.241,3252.036,4635.948,3724.525
lnc-EMX2-1,2.993393,5.250695,10.09541,12.95122
lnc-AC136604.1-1,66.85354,69.82344,51.52229,55.029
LINC01539,42.56827,50.49287,44.24014,50.93897
OTULINL,5.248111,16.23845,3.752211,3.529228
THAP9-AS1,67.53255,78.05801,77.21115,79.57627
NUP50-DT,13.84273,28.63773,38.1678,32.06414
TLE1,68.29646,59.32545,63.40118,57.5915
GARS-DT,15.14309,24.73001,33.93647,32.14899
,9.371619,2.840153,7.674914,2.906023
RNF213,40.16157,60.76543,97.48166,84.60441
CCDC149,77.60157,96.54943,60.00521,47.74041
,16.49169,20.40488,14.73119,7.238143
NFU1,1864.138,2585.91,1942.794,1588.448
LINC01488,9.443376,6.541443,12.02803,11.09293
LINC02482,18.10309,21.18767,22.25175,20.55308
lnc-SNURF-1,75.12447,145.5044,125.2137,85.70436
RPS24,5.761516,7.047916,12.37483,11.15538
TAPT1-AS1,78.22154,73.86227,71.40883,37.80642
LINC00662,257.7921,428.4834,629.3049,540.3357
MIR221,11.64079,16.52033,28.2806,33.12904
LOC105377359,23.07134,14.89369,22.53277,19.10045
,2.309798,2.96308,3.209572,3.045333
lnc-AC114947.1.1-2,64.57633,82.90001,100.7458,81.18094
TRIM66,17.73723,23.33117,5.809275,15.13385
LOC102724030,48.43266,70.30861,49.25984,46.21015
LINC01197,2.362361,2.664005,2.889384,2.75679
LINC01614,2.426622,3.139993,3.444241,3.273098
PSMD14,1034.982,1335.875,963.0279,723.9009
,14143.34,15578.82,15636.44,13236.18
LINC02609,12.4959,9.568484,19.31065,19.14119
LINC01657,3.213172,3.296439,5.119144,3.551843
LOC93622,47.13656,47.69739,91.00399,64.07918
MIR4458HG,53.0143,58.81049,49.90973,33.23503
BMPR1A,1195.396,1654.837,1570.187,1228.309
lnc-GPR26-4,9.090615,2.887253,5.081222,3.089443
,2145.206,2394.879,2523.318,2340.853
CRYZL2P,169.6558,200.3487,177.2762,129.8149
,3.667961,13.02481,12.82796,3.929492
lnc-UQCRFS1-9,47.69044,71.69504,97.01465,84.00744
ZNF37BP,189.9754,288.5116,429.8597,338.2764
LOC101928673,299.1415,284.8113,266.5621,231.5185
LYRM4-AS1,51.12529,51.94249,30.43729,31.79299
,2.789911,2.963411,3.212768,3.017501
,5493.488,6694.611,5189.289,3927.819
lnc-IL6-3,14.56633,20.75939,27.67065,28.57455
ARPC2,2798.279,3868.172,3375.987,2715.936
LOC105370365,3.428486,3.472965,3.731151,3.546784
XLOC_l2_003234,6.903615,12.1246,8.471574,2.690499
LINC02154,20.3761,52.02855,45.2523,35.34676
XLOC_l2_009140,3.073268,3.255981,3.551524,3.424525
SPART-AS1,57.42506,46.34303,43.41749,37.03247
lnc-MAPK13-1,4.666335,15.67754,11.89987,15.62167
FTX,2.852258,3.078786,3.545317,2.931315
XLOC_l2_014579,23.542,32.26801,52.77144,42.88182
,26081.73,39016.51,28308.59,23757.17
,2.523375,2.762619,3.004519,2.817557
NUDT3,463.2207,576.2907,500.7432,444.3072
XLOC_l2_003627,23.91988,37.1932,27.12284,9.673014
lnc-ST3GAL1-1,368.3464,444.3235,396.2309,279.257
,694.436,803.2013,423.1328,421.3825
,13.06484,6.053916,8.257025,19.37861
PPA1,8525.191,13034.69,11343.1,8525.394
LOC101927151,276.2133,466.9262,585.293,496.6731
RNF180,5.334892,6.074465,22.69958,21.72065
lnc-HIST1H1A-1,8.133704,10.73237,12.99117,8.961332
LOC105369367,8.165165,14.90154,20.20604,13.49568
CRYBB2P1,6.191983,3.601218,8.339187,3.737475
LOC105372130,22.15197,20.74204,24.18411,27.14699
CYP1B1-AS1,10.26435,17.07149,13.01211,15.73556
SOCS2-AS1,31.49363,33.33148,43.52887,27.57752
ARMCX5-GPRASP2,50.82778,76.86857,66.26453,79.02602
MCF2L,18.92174,27.07891,34.87689,34.79261
,2.525337,3.811608,3.173208,3.153985
XLOC_l2_009886,43.05393,32.49612,22.81133,34.10639
STRN,35.191,74.65922,57.74611,51.76347
PCAT19,2.604347,3.241453,3.605856,3.390551
lnc-RTL1-2,296.3773,288.1007,287.4357,295.4123
LMCD1-AS1,15.43939,28.52347,21.60585,12.91379
FAM200B,130.3491,173.1478,126.8465,79.70946
CDCA7L,414.969,485.1023,270.0397,239.2188
LINC02525,2.373895,2.666268,2.899982,2.722278
lnc-PPA2-1,11613.94,15007.05,11321.87,9590.44
LOC101927151,350.0666,551.9456,655.1239,538.5174
LINC00649,12.79336,25.54867,23.08044,15.4734
lnc-TNFAIP3-1,2.398508,3.094565,3.383427,3.913031
COX5A,21565.07,27930.19,21956.5,19088.39
ZNF37A,319.3769,539.6949,672.2304,607.4301
LINC01085,2.471458,3.152741,3.44943,3.247393
GBP1P1,3.267915,3.433034,3.61026,3.6184
WDR82,5750.913,7169.578,5481.217,4416.872
LOC107984499,5.025695,2.827501,3.084848,9.146654
,15018.81,17969.62,16725.21,13845.16
BAIAP2-DT,18.078,19.43543,31.73741,20.25815
XLOC_l2_008221,2.722451,2.951044,3.248549,3.015283
LINC01478,96.0107,67.64269,78.22147,82.62296
MIR99AHG,9.294513,12.34124,21.45121,22.37813
Q7Z2X8,2.456155,2.712267,2.943333,2.778297
,54910.24,55807.27,65245.71,56688.73
GGACT,36.24844,45.29827,32.27999,33.81332
LINC01876,10.24061,13.22111,20.42464,20.30571
KANSL1-AS1,141.3104,174.3397,135.9504,108.929
CASC15,715.9352,788.4787,904.9444,917.6723
LOC101929709,80.02947,81.77232,123.1633,97.60255
lnc-BRI3BP-2,2.432328,3.024426,3.325871,3.134903
,4.415379,2.977836,5.163783,7.78712
LINC01215,2.433048,11.83877,2.927006,2.763203
XLOC_l2_008203,67.91348,69.913,112.5931,95.98339
SETD1B,18.37405,27.83035,23.7783,16.14065
ATF7IP2,349.4746,436.972,323.1348,289.7567
LINC00423,25.01275,23.62991,16.23539,26.03927
lnc-HES1-3,8.690871,10.88003,18.64778,23.93083
SSB,6643.441,9002.794,8573.647,6961.596
lnc-FAM105B-1,14115.39,18152.86,14060.12,10936.63
DWORF,2.285643,2.832721,3.069634,2.912344
,16.85793,25.61649,52.55818,35.7163
LOC100506804,20.37374,24.09438,23.93959,19.2928
CTXND1,3.155404,6.982887,3.520679,3.520967
LINC01006,633.1744,619.3572,632.9955,568.0999
lnc-C8orf45-1,3.389479,3.456724,3.738672,3.534291
C11orf74,129.8015,184.234,191.0971,141.5361
SNHG14,114.2302,209.102,177.1317,172.0454
MLX,287.8506,416.1652,332.0919,234.0346
LINC00607,7.611845,12.55123,18.68336,13.87849
,1591.584,1882.524,1274.034,988.9968
lnc-C14orf118-1,24.945,28.08756,17.64075,15.31969
lnc-TYW5-2,25.77167,26.43922,22.97859,21.05497
LOC101928201,3.390607,6.914296,5.19382,3.696697
,1358.501,2033.05,1343.948,927.9635
CIC,119.5904,156.6628,239.6662,199.4184
,11.04909,5.337856,11.83613,3.554734
NDUFAF2,2643.347,3458.972,2583.473,2196.11
LINC00310,9.89151,17.29624,9.382033,9.623187
LINC00265,143.488,146.5492,133.6338,116.709
lnc-GBP5-2,21.717,29.19286,34.18331,18.10667
SMIM2-AS1,118.156,157.1888,118.7754,104.7984
FLJ40288,38.046,52.51458,39.0854,32.66642
SNHG20,186.1254,262.2841,286.0119,282.7227
lnc-MACROD1-1,180.0362,181.2766,179.0698,166.7511
XLOC_l2_003856,42.21973,28.38545,21.41423,28.47049
,11.89667,16.96049,19.77654,26.28819
ZEB1-AS1,87.85898,159.4863,121.9383,126.7928
MIR503HG,35.98996,38.01132,27.4409,32.84887
APTR,506.2696,806.8513,868.5777,692.0829
XLOC_l2_006673,7.102489,13.32683,13.73367,12.08106
,124.2847,154.6125,156.3535,123.0864
LOC105376874,96.4941,89.63491,95.25662,88.99925
NASP,284.1453,306.1211,374.0862,272.3288
SNHG14,79.16034,210.4399,146.6074,111.7354
lnc-SNURF-1,5.416381,16.84476,41.59006,50.42413
lnc-KLF7-1,26.51648,25.5875,26.52967,15.49313
LOC101930048,3.452085,6.761128,3.971654,3.740654
LPP,44.28843,47.11386,101.7612,104.6714
CDHR3,35.02519,34.94212,48.21532,36.35186
MPRIP,87.76765,142.0522,125.2819,90.96703
ZNF737,2.309966,2.632524,2.860084,2.709561
ARHGAP32,55.22961,91.35143,93.18494,72.94506
LOC107984499,2.897002,3.084584,3.300912,3.193734
LOC112268447,3.474388,7.918307,15.65702,12.34902
,1234.645,1544.2,1757.722,1383.233
lnc-TBC1D19-3,8.603978,23.98105,24.77458,28.59547
LINC02593,17.38516,7.81038,4.084689,3.090111
XLOC_l2_000297,3.407694,2.815368,3.059494,3.309269
SMAD4,1685.452,1838.175,1802.899,1526.672
LINC01191,20.17229,20.90588,19.63491,26.37781
lnc-ITSN1-2,3.874186,9.887144,7.325101,8.773511
FTL,24361.56,27005.14,22963.19,20309.71
ZNF805,30.17996,48.50346,43.35526,43.06729
USP2-AS1,49.73397,57.4898,80.7332,63.17739
TUG1,85.2649,133.0889,129.1857,100.078
RPL5,27801.63,33837.85,32189.67,27002.1
XLOC_l2_012335,3.265563,8.681468,3.63616,3.415583
,68.53041,81.01923,76.60939,57.49959
XLOC_l2_010118,49.71226,62.91312,45.31225,34.67461
lnc-ZADH2-1,26.77895,29.03728,39.09853,18.23315
LINC01137,778.1874,851.6571,765.7718,578.1188
XLOC_l2_001408,8.429749,2.991481,6.762685,3.020344
FAM228B,66.46933,54.85891,87.08699,98.29911
lnc-SNURF-1,103.5669,197.7808,237.4444,152.9909
PANTR1,29.11885,36.79931,23.76477,25.76653
XLOC_l2_010511,14.71557,20.22211,21.5957,18.29428
CASP17P,2.501176,2.978325,3.229608,3.074205
KPNA4,342.1138,360.6978,305.0291,248.1395
lnc-DYM-1,57.55442,60.7834,70.71749,54.88228
LINC02226,4.834499,2.814535,10.95886,5.027365
LINC02210,15.26767,39.20603,42.60731,32.08577
LINC01146,2.640858,2.845579,3.123892,3.116169
KTN1-AS1,111.7581,193.3082,125.907,119.8937
LINC01116,1450.896,2308.503,1997.281,1549.326
OR2F2,16.36108,19.98085,11.50881,7.363193
ACBD7,17.75407,10.27755,15.07137,13.83311
SYS1,562.476,754.8778,614.7106,517.64
SMTNL1,2.359233,11.21246,9.398129,4.487626
SRRM5,22.63169,25.00599,33.83072,37.73841
CTXN2,2.481006,3.222703,7.639744,3.384471
LMNTD1,2.776472,3.387299,3.045908,3.94327
FKBP5,2.534829,3.278982,7.658756,3.484067
AMDHD2,247.8733,274.5231,214.4343,187.9563
MTFR1,5.87813,2.852692,12.11603,3.037151
TIMM8A,425.6157,572.5238,445.7664,396.7717
FAN1,8.578813,10.74578,9.78671,5.559993
PARP9,94.26397,118.8887,79.34164,76.87392
KRT72,2.496264,3.201379,3.564414,3.356874
RPS20,100.6006,124.5257,135.4399,96.99403
SHBG,15.04841,9.463679,13.13205,7.384692
KDM4C,26.72578,31.39504,25.86686,23.50246
RBM19,287.7518,379.4711,489.6407,462.4708
ADAL,17.83613,30.97428,29.93499,20.3521
BRI3,124.2745,134.2139,121.6323,84.65604
RIOK2,29.78458,43.39077,41.80872,34.09935
FLT1,2.470333,2.745512,2.992172,2.800412
NOS3,21.22868,20.19248,25.87408,14.40835
C15orf40,874.5853,1213.491,1056.787,932.8648
SH2D2A,2.818419,3.509636,3.96201,3.812563
COG5,13.0915,6.9799,9.641821,6.763292
RBM34,19.2825,42.1164,21.60144,21.50306
KDM4E,2.336457,2.964469,3.221141,4.89102
KIRREL3,2.526043,2.853906,3.133059,3.119096
ANKRD66,1272.111,1273.155,1152.149,1048.247
COX11,754.8779,916.5421,718.7887,588.3003
TMEM217,78.55494,82.58952,72.35342,46.46695
RDM1,2.473656,2.729322,2.955072,2.811926
ZSCAN12,25.6688,36.08147,45.33817,31.70341
STPG4,2.584245,3.220702,3.576913,3.357133
DDHD2,89.97107,67.07292,132.1799,89.53595
ZBTB24,788.7011,517.3656,447.8141,417.5041
RAPGEF6,2.234117,2.68582,4.113168,4.860903
CCDC175,3.245258,3.391007,3.578855,3.502028
KRTAP21-3,2.565711,3.207687,3.554953,3.331319
STEAP1B,548.7979,705.1765,388.5118,311.3641
ZNF135,3.220843,3.312796,3.595633,3.372897
DISC1,9.34594,23.62012,35.41441,39.41355
DISC1,2.543944,2.880417,3.177038,3.162454
DISC1,8.892684,2.942539,8.418042,5.73918
DISC1,3.049057,3.174526,3.436905,5.938224
DISC1,15.13947,27.44835,23.8775,14.81247
DISC1,8.15525,38.71871,81.48607,62.81046
MOSMO,156.1906,213.1584,228.3971,149.5758
PET117,1767.09,2508.487,1814.631,1554.34
LYRM4,579.2859,758.4398,952.3664,783.181
TMEM41B,214.3451,240.9557,282.9547,232.1888
RGS9,3.072032,3.14855,4.678472,3.403627
APOBEC3H,2.545607,3.045932,3.37598,3.292984
FRAS1,2.64313,2.84999,3.098604,2.903608
CGREF1,113.1933,132.6892,125.0393,104.5617
C22orf39,9.849049,6.552395,4.853783,2.85254
MDFIC,1653.453,1449.605,1305.737,951.7177
HPSE,38.00226,58.45105,34.16903,28.60795
SLC1A3,19.61376,16.5217,22.42983,21.27361
FAM104B,3.214735,3.343067,3.56819,3.578132
SLC34A1,2.545126,3.156057,3.501687,3.295361
VEPH1,2122.946,2617.425,1883.794,1610.114
IL1RAP,3.033875,3.16077,9.10634,15.10587
C2CD6,3.416131,3.110211,3.379964,3.161961
OSMR,220.1427,303.2554,282.3157,212.0375
CREBRF,4.281981,3.494774,7.024301,3.777264
SAP25,192.506,275.4298,118.4196,107.7677
CDK1,63.72102,69.96815,97.25382,85.49358
DZIP1L,48.75034,63.76829,87.48054,75.64184
SPATA22,2.622836,2.86389,4.698148,3.102228
FAM122C,20.32511,34.95351,30.31294,24.28464
ZFAND1,850.3685,1105.785,1052.789,980.1568
LARP4,2146.287,3374.174,2453.937,2004.721
NUDT16,6.387482,14.31209,14.45378,14.29914
GOLGA3,23.14037,20.84758,31.34913,36.27537
MCPH1,129.6725,227.0432,237.291,221.4955
ZFYVE28,4.072997,5.755131,7.659269,3.034363
ZFYVE28,37.7007,41.20585,42.52901,40.71582
TSFM,833.2665,1055.439,809.5516,573.6159
LRRC34,66.56253,84.18105,69.91437,74.35167
ZBED6,283.3643,324.9125,400.4304,340.9615
SUCLG2,10.49506,9.175064,8.203242,13.30712
CD33,32.54631,25.34446,34.03966,36.31834
PUDP,144.1345,195.8378,275.8939,251.174
CPXM1,2.387004,2.915872,3.174699,3.015731
PAFAH1B2,23.44441,26.93898,15.7486,8.105404
CARD8,51.29083,73.42697,70.96704,49.17299
MTRNR2L1,120590.7,113388.2,121154.0,126097.0
MTRNR2L2,98247.9,103428.0,149629.1,136160.2
MTRNR2L2,45328.79,42991.41,57695.45,55537.83
MTRNR2L3,418.0077,318.7057,525.5591,452.2711
MTRNR2L4,2.515306,6.106993,3.603196,4.86149
MTRNR2L5,2.713247,3.366616,3.772039,3.591214
MTRNR2L6,139020.0,126193.2,161930.1,161107.7
MTRNR2L7,749.5954,530.0243,1034.072,944.0736
MTRNR2L8,14263.29,11850.14,17815.61,16130.91
MTRNR2L9,1932.274,1829.505,2601.606,2129.533
KLRF2,2.27194,2.626463,2.856039,2.682676
ZNF726,56.44015,74.5022,97.50885,97.08042
TNFSF10,8.702162,15.7274,9.869631,8.682571
ADAM18,2.605877,3.049446,3.341796,3.165855
CNPY2,2244.113,2662.231,2041.813,1805.185
MID1,31.26715,45.9512,51.02254,45.15375
MID1,10.78019,13.23131,16.97008,11.68359
LEKR1,20.68773,32.9785,33.29874,18.21909
SUGCT,161.7163,213.2712,200.7823,119.8733
KCNJ18,41.05916,86.29954,37.5685,31.94414
C19orf81,97.14911,80.46799,134.7556,104.4319
GIMD1,3.240774,3.250891,3.543461,3.523934
DENND1B,18.13676,26.26353,29.57421,20.21838
TGFBR3L,145.9037,169.8716,164.0063,148.2408
SSC5D,9.140819,6.397277,3.414727,4.692014
MKRN2OS,2.333107,2.657408,2.891168,2.712041
DCLK1,169.0666,270.7548,74.55167,63.69883
TMEM225B,9.702656,10.19517,9.095424,13.73904
CAMTA1,1829.788,2228.913,2007.013,1650.229
CCDC189,37.67852,49.82489,36.3892,25.08147
C8orf34,2.612121,2.825469,3.062362,2.888149
PRSS55,2.783658,2.973405,3.243664,3.028572
GPR33,2.286487,2.742432,2.976531,2.80973
BEAN1,65.70752,65.06001,82.98091,74.28741
BTN2A2,3.216297,7.981501,14.62196,6.301364
LEPROT,1211.399,1036.243,1474.131,1178.835
RBM4,49.81048,60.16475,77.03193,54.87546
RNF103,7.205753,13.08284,22.62898,19.05328
DCTN5,16.35824,15.67032,33.95988,29.48325
TEX48,27.31869,15.89342,14.48617,11.86213
TMEM56-RWDD3,95.44131,181.8518,171.3681,134.9591
PDK2,113.3555,133.8498,124.2402,101.5611
PGM3,484.3549,624.3463,475.6033,350.858
NDUFB6,6172.425,7305.416,5918.844,4905.566
GCFC2,274.7841,398.7933,301.9274,243.3099
ASB11,2.653194,4.109269,3.765317,2.85849
CD44,86.724,115.467,96.59444,78.56144
NR3C1,62.12991,116.2937,214.3269,153.7093
SPOCK3,2.721629,3.245025,3.700859,6.27176
PSMC2,49.18561,39.34255,54.75226,53.37096
TLL1,18.63565,15.21961,15.57498,15.44918
ZNF587B,799.7665,1626.365,1452.525,1288.296
XPNPEP3,125.3828,166.5997,201.8202,181.9853
ZNF568,4.215569,3.122999,3.38191,3.368795
TM4SF19,2142.868,2817.803,1646.526,1517.119
USB1,519.4568,781.9988,478.8213,402.6205
,2.799206,2.828259,3.159637,3.095462
RNF223,43.09773,58.81844,50.08098,33.71759
PRSS46P,2.316533,3.467196,2.867806,2.725586
THEG5,2.397932,2.675789,2.907653,2.735759
PPP5D1,2.896333,3.487128,3.548646,3.36163
SORCS1,2.70932,2.928,3.163633,3.148539
ATF7,640.6864,753.9234,579.0808,478.818
