NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	167	111		
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	34	23		
REACTOME_HOMOLOGY_DIRECTED_REPAIR	138	86		
REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	6		Rejected!	
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	26	20		
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	69	27		
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	42	34		
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	78	34		
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	98	53		
REACTOME_CARGO_CONCENTRATION_IN_THE_ER	33	32		
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	38	33		
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	43	43		
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	25	25		
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	110	102		
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	84	79		
REACTOME_DUAL_INCISION_IN_GG_NER	41	41		
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1435		Rejected!	
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	73	19		
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	103	78		
REACTOME_INFLAMMASOMES	21	18		
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	7	7		
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	11	11		
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	9	9		
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	53	50		
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	78	75		
REACTOME_DUAL_INCISION_IN_TC_NER	65	62		
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	43	25		
REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE	6	5		
REACTOME_FANCONI_ANEMIA_PATHWAY	39	29		
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	24	24		
REACTOME_INTERLEUKIN_10_SIGNALING	46	45		
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	59	49		
REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION	7		Rejected!	
REACTOME_ERBB2_REGULATES_CELL_MOTILITY	15	15		
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	111	101		
REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION	9	5		
REACTOME_GDP_FUCOSE_BIOSYNTHESIS	6		Rejected!	
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	17	17		
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	60	36		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	49	44		
REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION	8		Rejected!	
REACTOME_NEUREXINS_AND_NEUROLIGINS	56	55		
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	87	86		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	62	51		
REACTOME_CHOLINE_CATABOLISM	6	6		
REACTOME_NEUTROPHIL_DEGRANULATION	479	427		
REACTOME_COMPLEX_I_BIOGENESIS	57	42		
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	6	6		
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	45	45		
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	65	58		
REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS	7	7		
REACTOME_ONCOGENIC_MAPK_SIGNALING	82	75		
REACTOME_ANTIMICROBIAL_PEPTIDES	97	75		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	20	15		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	14	13		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	12	9		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	12	10		
REACTOME_FGFR2_ALTERNATIVE_SPLICING	27	20		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	18	16		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	21	18		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	14	13		
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	92	86		
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	30	24		
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS	14	12		
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	19	16		
REACTOME_KERATINIZATION	217	204		
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37	33		
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	48	44		
REACTOME_SIGNALING_BY_MET	79	79		
REACTOME_MET_RECEPTOR_ACTIVATION	6	6		
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	21	21		
REACTOME_PTEN_REGULATION	139	119		
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	81	61		
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	102	88		
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	129	121		
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	100	81		
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	53	42		
REACTOME_INTRA_GOLGI_TRAFFIC	44	34		
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK	49	40		
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203	167		
REACTOME_PI5P_REGULATES_TP53_ACETYLATION	9	5		
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	38	38		
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	7	6		
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	6		Rejected!	
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	11	5		
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	68	60		
REACTOME_MITOTIC_PROPHASE	143	69		
REACTOME_MITOTIC_PROMETAPHASE	203	151		
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	13	9		
REACTOME_M_PHASE	417	285		
REACTOME_G2_PHASE	5	5		
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	71	62		
REACTOME_DNA_REPLICATION_INITIATION	8	7		
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	25		
REACTOME_DNA_REPLICATION_PRE_INITIATION	85	75		
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	91	80		
REACTOME_POLYMERASE_SWITCHING	14	13		
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	15	13		
REACTOME_LAGGING_STRAND_SYNTHESIS	20	18		
REACTOME_DNA_STRAND_ELONGATION	32	29		
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	29	23		
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	47	46		
REACTOME_S_PHASE	162	142		
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	25	24		
REACTOME_CELL_CYCLE_MITOTIC	561	412		
REACTOME_DNA_REPLICATION	128	114		
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	95	49		
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	5		Rejected!	
REACTOME_G2_M_CHECKPOINTS	168	113		
REACTOME_STABILIZATION_OF_P53	57	54		
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	68	64		
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	111	90		
REACTOME_CELL_CYCLE_CHECKPOINTS	292	214		
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	85	80		
REACTOME_GLYCOLYSIS	72	66		
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	15	15		
REACTOME_GLUCONEOGENESIS	34	34		
REACTOME_PYRUVATE_METABOLISM	31	28		
REACTOME_GLUCOSE_METABOLISM	92	86		
REACTOME_FRUCTOSE_CATABOLISM	5		Rejected!	
REACTOME_GALACTOSE_CATABOLISM	5	5		
REACTOME_UREA_CYCLE	10	10		
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	21	20		
REACTOME_HISTIDINE_CATABOLISM	8	6		
REACTOME_PROPIONYL_COA_CATABOLISM	5		Rejected!	
REACTOME_LYSINE_CATABOLISM	12	10		
REACTOME_TRYPTOPHAN_CATABOLISM	14	10		
REACTOME_CREATINE_METABOLISM	11	11		
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	334		
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	15	13		
REACTOME_ETHANOL_OXIDATION	12	12		
REACTOME_METABOLISM_OF_CARBOHYDRATES	293	268		
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	22	22		
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	55	52		
REACTOME_MRNA_CAPPING	29	29		
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	52	41		
REACTOME_MRNA_SPLICING	188	136		
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	8	6		
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	84	61		
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	242	178		
REACTOME_TRNA_PROCESSING	111	77		
REACTOME_RRNA_PROCESSING	205	168		
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	105		
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	45		
REACTOME_RECYCLING_OF_EIF2_GDP	8	8		
REACTOME_TRANSLATION	295	244		
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS	9	9		
REACTOME_PYRIMIDINE_SALVAGE	11	9		
REACTOME_PYRIMIDINE_CATABOLISM	12	10		
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	47	41		
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	91	27		
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	18	17		
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	12	10		
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	66	48		
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1374		Rejected!	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	31	26		
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	111	44		
REACTOME_BASE_EXCISION_REPAIR	91	44		
REACTOME_CHROMOSOME_MAINTENANCE	140	70		
REACTOME_DEATH_RECEPTOR_SIGNALLING	141	124		
REACTOME_DNA_DAMAGE_BYPASS	48	43		
REACTOME_DNA_REPAIR	332	244		
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	63	17		
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	38	37		
REACTOME_DNA_DAMAGE_REVERSAL	8	8		
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	23	22		
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	41	39		
REACTOME_KETONE_BODY_METABOLISM	10	9		
REACTOME_PURINE_SALVAGE	13	12		
REACTOME_PURINE_CATABOLISM	17	14		
REACTOME_IRS_ACTIVATION	5	5		
REACTOME_SIGNAL_ATTENUATION	10	10		
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	54	54		
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	78	78		
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	13	12		
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	28	26		
REACTOME_MRNA_EDITING	10	8		
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	37	29		
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	14	12		
REACTOME_APOPTOTIC_EXECUTION_PHASE	52	44		
REACTOME_FASL_CD95L_SIGNALING	5	5		
REACTOME_TRAIL_SIGNALING	8	8		
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT	13	13		
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	24	17		
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	15	15		
REACTOME_TNF_SIGNALING	44	37		
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	261	242		
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	132	117		
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	39	39		
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER	28	26		
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	28	27		
REACTOME_SYNTHESIS_OF_KETONE_BODIES	8	7		
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	11	10		
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	6	5		
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	37	32		
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA	5	5		
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	6	6		
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	5	5		
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	5	5		
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA	5		Rejected!	
REACTOME_INSULIN_RECEPTOR_RECYCLING	26	26		
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	11	11		
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	19	17		
REACTOME_TRANSPORT_OF_FATTY_ACIDS	8	7		
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE	12	12		
REACTOME_THE_NLRP3_INFLAMMASOME	16	15		
REACTOME_INTERFERON_GAMMA_SIGNALING	93	90		
REACTOME_REGULATION_OF_IFNG_SIGNALING	14	14		
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	13	13		
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	12	12		
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	18	18		
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	13	13		
REACTOME_SIGNALING_BY_PTK6	54	52		
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	7		Rejected!	
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	5	5		
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1	9	8		
REACTOME_PTK6_REGULATES_CELL_CYCLE	6	6		
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	14	13		
REACTOME_PTK6_EXPRESSION	5	5		
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	21	21		
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	8	8		
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS	12	12		
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	19	19		
REACTOME_MET_ACTIVATES_RAS_SIGNALING	11	11		
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	6	6		
REACTOME_PROTEIN_UBIQUITINATION	79	55		
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	79	65		
REACTOME_SIGNALING_BY_MST1	5	5		
REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER	10	10		
REACTOME_RET_SIGNALING	40	40		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	41	34		
REACTOME_TBC_RABGAPS	44	41		
REACTOME_AURKA_ACTIVATION_BY_TPX2	72	53		
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	26	22		
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	115		
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	105	100		
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145	139		
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	6	6		
REACTOME_DEREGULATED_CDK5_TRIGGERS_MULTIPLE_NEURODEGENERATIVE_PATHWAYS_IN_ALZHEIMER_S_DISEASE_MODELS	22	21		
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	29	28		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	38	34		
REACTOME_MET_ACTIVATES_PTPN11	5	5		
REACTOME_REELIN_SIGNALLING_PATHWAY	5	5		
REACTOME_VLDL_ASSEMBLY	5	5		
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	12	12		
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	30	26		
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	59	39		
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	10	10		
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	12	12		
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	15	13		
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS	5		Rejected!	
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION	12		Rejected!	
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION	5		Rejected!	
REACTOME_RAB_GERANYLGERANYLATION	65	58		
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	30	30		
REACTOME_CREB3_FACTORS_ACTIVATE_GENES	9	7		
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	15	15		
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	5	5		
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	11	11		
REACTOME_MET_RECEPTOR_RECYCLING	10	10		
REACTOME_MET_PROMOTES_CELL_MOTILITY	41	41		
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	90	70		
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	20	20		
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	9	9		
REACTOME_PROTEIN_METHYLATION	17	9		
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	10	10		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	96	88		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	120	114		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	239	162		
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	19	19		
REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	6	6		
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	17	13		
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY	11	11		
REACTOME_DIGESTION	23	23		
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	5	5		
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	98	27		
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	8	7		
REACTOME_ESR_MEDIATED_SIGNALING	221	148		
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	130	67		
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	8	7		
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	37	36		
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	6	6		
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	7	6		
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	5	5		
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	6	6		
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	73	69		
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	24	23		
REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	5	5		
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	31	30		
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	8	8		
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	7	6		
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	14	10		
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	55	54		
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION	9	5		
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	61	49		
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	44	41		
REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION	8		Rejected!	
REACTOME_REGULATION_OF_PTEN_LOCALIZATION	9	8		
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	69	65		
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	23	15		
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	6	6		
REACTOME_CRISTAE_FORMATION	31	8		
REACTOME_PROCESSING_OF_SMDT1	16	9		
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	38	33		
REACTOME_RUNX3_REGULATES_WNT_SIGNALING	8	8		
REACTOME_NEDDYLATION	234	209		
REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	8	7		
REACTOME_RUNX3_REGULATES_P14_ARF	10	10		
REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION	5		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	34	34		
REACTOME_METABOLISM_OF_RNA	672		Rejected!	
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	706		Rejected!	
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	46	29		
REACTOME_NUCLEOBASE_CATABOLISM	35	30		
REACTOME_NUCLEOBASE_BIOSYNTHESIS	15	13		
REACTOME_NUCLEOTIDE_SALVAGE	23	20		
REACTOME_METABOLISM_OF_STEROIDS	151	139		
REACTOME_INTESTINAL_ABSORPTION	5	5		
REACTOME_TYROSINE_CATABOLISM	5	5		
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	11	10		
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	11	9		
REACTOME_DIGESTION_AND_ABSORPTION	28	28		
REACTOME_CHYLOMICRON_ASSEMBLY	10	10		
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	19	15		
REACTOME_HDL_ASSEMBLY	8	8		
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	19	19		
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	32	28		
REACTOME_CHYLOMICRON_REMODELING	10	9		
REACTOME_HDL_CLEARANCE	5	5		
REACTOME_CHYLOMICRON_CLEARANCE	5	5		
REACTOME_LDL_CLEARANCE	19	18		
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	33	31		
REACTOME_VLDL_CLEARANCE	6	5		
REACTOME_HDL_REMODELING	10	10		
REACTOME_PHENYLALANINE_METABOLISM	6	5		
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	14	10		
REACTOME_LIPID_PARTICLE_ORGANIZATION	6		Rejected!	
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	20	20		
REACTOME_FATTY_ACID_METABOLISM	177	155		
REACTOME_METABOLISM_OF_COFACTORS	19	19		
