SYMBOLS,logFC,AveExpr,t,P.Value,adj.P.Val,B
RAD23A,0.0523321,7.163698424,0.148985354,0.884240954,0.999966589,-4.642230246
FRG1,-0.034719571,4.021636109,-0.148979613,0.884245379,0.999966589,-4.63016389
SLC18A2,-0.084721914,2.540599324,-0.148979268,0.884245645,0.999966589,-4.625994024
FAM19A2,0.085988489,1.031596987,0.1488624,0.884335721,0.999966589,-4.609110814
EPRS,0.066685996,5.796551714,0.148821498,0.884367247,0.999966589,-4.642225833
LAMTOR5,-0.044205682,5.843002811,-0.148770272,0.88440673,0.999966589,-4.638434397
AGL,-0.068135641,3.878875887,-0.148756092,0.88441766,0.999966589,-4.632922878
MAK,0.156877206,0.010025342,0.148634793,0.884511155,0.999966589,-4.605762512
SET,0.044896046,8.048823939,0.148612972,0.884527973,0.999966589,-4.641348701
SPECC1,-0.085853859,4.045610608,-0.148602533,0.88453602,0.999966589,-4.635168119
SNAI3-AS1,0.103574285,-0.127905233,0.148578841,0.884554282,0.999966589,-4.609106288
TRIP12,0.034165406,7.533325472,0.148473234,0.884635684,0.999966589,-4.640162188
CYP1B1,-0.150079023,4.432456536,-0.148470414,0.884637857,0.999966589,-4.629069752
CD2,-0.106746837,3.460952238,-0.148446526,0.88465627,0.999966589,-4.642015539
ZNF557,0.064847504,2.421931346,0.148435774,0.884664558,0.999966589,-4.617006809
EEF1E1,0.055393741,1.189933719,0.148350956,0.884729937,0.999966589,-4.610583103
STAT5B,-0.061191581,8.361468679,-0.148316957,0.884756144,0.999966589,-4.641075363
RAB1B,-0.042911363,6.492760774,-0.148265699,0.884795656,0.999966589,-4.640932855
ZNF652,0.04361105,5.193712927,0.148007012,0.884995064,0.999966589,-4.635762431
DALRD3,0.053990866,2.378239875,0.147861787,0.885107014,0.999966589,-4.620809918
EIF4A1,0.116966977,3.215988527,0.147849546,0.88511645,0.999966589,-4.632967098
SNRNP48,0.046155629,3.760134164,0.147781778,0.885168692,0.999966589,-4.625777815
ARL5A,-0.059324949,6.323357034,-0.147768038,0.885179284,0.999966589,-4.638177644
CTSF,0.136225701,3.394441206,0.147752827,0.88519101,0.999966589,-4.627408632
BTN3A1,0.106095971,5.649418078,0.147737393,0.885202908,0.999966589,-4.642228256
POLL,0.040639911,3.608114608,0.147721287,0.885215324,0.999966589,-4.627217908
MPC2,0.049087766,4.721001565,0.147659274,0.88526313,0.999966589,-4.633292755
ABRACL,0.05522242,4.634302294,0.147607181,0.88530329,0.999966589,-4.637656166
OSBP,0.042793639,6.916129599,0.147597041,0.885311107,0.999966589,-4.642229941
YEATS4,-0.040684566,3.10910836,-0.147573615,0.885329167,0.999966589,-4.623645394
ERMN,-0.152928969,1.42801357,-0.147422341,0.885445787,0.999966589,-4.617194642
VMA21,-0.049122028,5.088106127,-0.147167317,0.885642399,0.999966589,-4.633517559
C1orf56,-0.074670235,1.748223132,-0.147165013,0.885644175,0.999966589,-4.610932044
ARL6IP4,-0.126391039,-1.562616959,-0.147071656,0.885716152,0.999966589,-4.60291691
TRIM13,-0.040430988,4.187397069,-0.147041964,0.885739043,0.999966589,-4.631503125
ZBTB45,0.046039331,3.105504837,0.14691078,0.885840185,0.999966589,-4.619377583
PIP5KL1,0.153142505,2.264078294,0.146865725,0.885874923,0.999966589,-4.609669244
ERC2,0.168524222,-1.893817219,0.146814432,0.88591447,0.999966589,-4.599686918
SNHG8,0.059835218,4.024620866,0.14677621,0.88594394,0.999966589,-4.63793491
ACVRL1,0.162665996,4.548465467,0.146759353,0.885956937,0.999966589,-4.635785126
SETBP1,0.094087759,3.361193183,0.146753269,0.885961628,0.999966589,-4.629383227
CLEC7A,0.138461549,6.10194472,0.146720956,0.885986542,0.999966589,-4.64223067
PHLDA2,-0.133501739,5.747742682,-0.146614412,0.88606869,0.999966589,-4.640809318
TNNT1,0.176085759,1.494983719,0.146585827,0.886090731,0.999966589,-4.61091098
GABBR2,0.234528927,-0.187478398,0.146518883,0.886142347,0.999966589,-4.601183526
GSAP,0.059176474,5.681947166,0.146399951,0.886234051,0.999966589,-4.641748448
POLR3GL,0.105571883,3.517387013,0.146352626,0.886270542,0.999966589,-4.632736143
ARPIN,-0.113248542,2.448778761,-0.146277573,0.886328412,0.999966589,-4.61597406
PSMD4,-0.04611409,6.248680081,-0.146265901,0.886337413,0.999966589,-4.641120802
FBXL2,0.102269599,-0.091510264,0.146240506,0.886356994,0.999966589,-4.610028231
NDUFS8,0.045096288,5.171871643,0.146239041,0.886358124,0.999966589,-4.634654248
GATA3,0.094467445,7.057270839,0.146233301,0.88636255,0.999966589,-4.642258592
TOP2A,-0.07941462,4.084601386,-0.14618399,0.886400573,0.999966589,-4.639667869
AASDHPPT,-0.05267709,4.229106006,-0.14612707,0.886444464,0.999966589,-4.628739031
TAF3,0.04114529,4.483895553,0.146059463,0.886496596,0.999966589,-4.635238528
P2RY10,0.106487582,3.336580115,0.146046385,0.88650668,0.999966589,-4.635611771
APP,0.094348279,7.080139016,0.146032547,0.886517351,0.999966589,-4.639982919
FGD1,0.079488219,1.767508189,0.145849746,0.886658312,0.999966589,-4.612107177
SLC51A,0.145928187,0.910184126,0.145718032,0.886759882,0.999966589,-4.611703537
KCNK7,-0.14810254,-0.616846035,-0.145679094,0.886789909,0.999966589,-4.60545331
COX18,0.047409139,2.81226993,0.145667225,0.886799062,0.999966589,-4.62143217
DOCK6,0.088674829,1.363151316,0.145570463,0.88687368,0.999966589,-4.620572444
JPT1,0.106872953,5.385569721,0.145567233,0.886876172,0.999966589,-4.642083147
DCUN1D4,-0.042283894,3.548687711,-0.145562487,0.886879831,0.999966589,-4.626587633
RBM24,0.197659887,-0.373272012,0.145537632,0.886898999,0.999966589,-4.602377396
43344,-0.107243643,1.806052934,-0.145455888,0.886962038,0.999966589,-4.623784028
TPTEP1,0.090422397,5.593181881,0.145420063,0.886989665,0.999966589,-4.631490346
BABAM2,-0.044165808,5.115590767,-0.145353968,0.887040637,0.999966589,-4.640821254
MISP,-0.169269153,0.919535642,-0.145292091,0.887088356,0.999966589,-4.61463093
PALM3,0.158390401,2.273054403,0.145165889,0.887185684,0.999966589,-4.606856045
MVD,0.083327083,3.845273746,0.145160744,0.887189652,0.999966589,-4.639506503
TBX6,0.139205022,-1.169691321,0.145154201,0.887194698,0.999966589,-4.602575342
TLR1,0.163615228,4.159657186,0.145114607,0.887225233,0.999966589,-4.633556683
NUDT16L1,-0.042259583,4.212431626,-0.145065293,0.887263266,0.999966589,-4.62821826
EID2B,-0.091040124,-0.751643266,-0.144984746,0.887325386,0.999966589,-4.604749886
YWHAB,-0.029790664,8.579321971,-0.144968682,0.887337775,0.999966589,-4.639199187
IQGAP3,0.085765507,2.012079546,0.144862793,0.887419441,0.999966589,-4.618990161
RNF157,-0.081241211,1.465971297,-0.144858294,0.887422911,0.999966589,-4.626065134
NUDT12,-0.124960401,0.979909883,-0.144605139,0.887618162,0.999966589,-4.609187224
TIMP1,-0.142395353,7.846621435,-0.144493177,0.887704517,0.999966589,-4.635471302
COL3A1,0.15137696,1.385998999,0.144473428,0.887719749,0.999966589,-4.623081888
TCERG1L-AS1,0.216928145,-2.654782438,0.144428501,0.887754401,0.999966589,-4.598541901
RTN3,-0.063829588,6.794662144,-0.144387651,0.887785909,0.999966589,-4.641866584
RBM7,0.048152075,4.558742848,0.144360646,0.887806738,0.999966589,-4.632043968
ADCY4,0.112605998,1.312439769,0.144220061,0.887915174,0.999966589,-4.620379276
DCBLD1,0.067830593,1.673469952,0.144118782,0.887993294,0.999966589,-4.620161543
GZF1,-0.050170873,4.782489383,-0.14409223,0.888013775,0.999966589,-4.639451538
ASB13,0.13221394,1.866561117,0.144035346,0.888057652,0.999966589,-4.615833957
ATP8B4,-0.139899319,3.413902758,-0.143837036,0.888210621,0.999966589,-4.63544626
KISS1R,0.119030929,-1.260803431,0.143758936,0.888270866,0.999966589,-4.607643177
RPS3,0.033850331,8.997362053,0.143712778,0.888306472,0.999966589,-4.636911429
PTER,-0.084054853,3.68517362,-0.143707136,0.888310824,0.999966589,-4.622562146
ANGEL2,0.032098434,4.295975821,0.143683139,0.888329335,0.999966589,-4.632277268
ERBB2,0.160593441,4.942387804,0.143533153,0.888445035,0.999966589,-4.633467191
STARD5,0.060789029,3.296901054,0.14351411,0.888459725,0.999966589,-4.625512259
GTF2H3,-0.05112937,3.572702347,-0.143375253,0.888566842,0.999966589,-4.628018084
KDELR1,0.079277491,7.485075196,0.143363113,0.888576208,0.999966589,-4.642057579
LINC00641,-0.072174426,4.540202747,-0.143337482,0.88859598,0.999966589,-4.641361617
SLC35C1,0.046202947,4.022303674,0.143322734,0.888607357,0.999966589,-4.629715024
PSMB7,-0.047352146,6.46839079,-0.143283943,0.888637282,0.999966589,-4.64177782
NAPSB,0.140667602,4.810870449,0.143127796,0.888757742,0.999966589,-4.637662885
MARVELD2,-0.196121304,1.595496051,-0.142966634,0.888882074,0.999966589,-4.606623262
FBXO32,-0.086668131,4.798036214,-0.142934394,0.888906946,0.999966589,-4.634678306
SGK2,0.175505243,-0.22776512,0.142926526,0.888913017,0.999966589,-4.601412525
SEM1,0.062098101,5.865821957,0.142887583,0.88894306,0.999966589,-4.636623615
MFSD4B,-0.062520362,2.76425078,-0.142879683,0.888949155,0.999966589,-4.620874323
CFAP97,-0.038489629,4.77464831,-0.142843593,0.888976998,0.999966589,-4.634346637
EVA1B,-0.074466717,5.1802348,-0.142837783,0.888981481,0.999966589,-4.627813375
ALDH7A1,0.130503616,2.227879538,0.142834383,0.888984104,0.999966589,-4.622162107
EXT1,0.08278231,4.266546916,0.142824849,0.888991459,0.999966589,-4.637983332
MYO1B,0.087937091,3.625676704,0.14276406,0.889038358,0.999966589,-4.619701217
DIP2A-IT1,-0.158520479,-2.463145824,-0.142733976,0.889061568,0.999966589,-4.602778319
TGFBR3L,-0.165311034,-1.594483332,-0.142668164,0.889112343,0.999966589,-4.600174614
TMEM19,0.086522165,3.192840989,0.142547728,0.889205262,0.999966589,-4.62889627
TMEM42,-0.06250009,1.974922151,-0.142505833,0.889237586,0.999966589,-4.616468114
ARHGAP44,0.162442687,1.431252141,0.142465116,0.889269,0.999966589,-4.608526294
LTA,0.100188237,0.429784923,0.142332207,0.889371546,0.999966589,-4.616964806
AXL,0.119567318,3.926065931,0.142323286,0.889378429,0.999966589,-4.637781846
ARMC7,0.060485327,2.578188855,0.142197039,0.889475836,0.999966589,-4.620631323
ZNF197,0.060020765,2.649965226,0.14218477,0.889485303,0.999966589,-4.616944453
SMIM26,-0.042103837,4.074500443,-0.142168201,0.889498087,0.999966589,-4.627788909
LYSMD3,-0.037795479,4.816732591,-0.142097168,0.889552895,0.999966589,-4.637595323
MOSPD2,0.062228428,4.517702794,0.142085646,0.889561785,0.999966589,-4.630700271
LYRM1,-0.062070892,3.905132191,-0.142074565,0.889570335,0.999966589,-4.625123349
NLRC4,0.173156957,3.792069678,0.142074415,0.889570451,0.999966589,-4.628255747
DBNL,0.040467839,7.311185096,0.14196698,0.889653347,0.999966589,-4.641593694
BCL9L,0.056183364,6.673830286,0.141934337,0.889678534,0.999966589,-4.64160193
RGPD3,0.046844498,4.241881651,0.141900365,0.889704747,0.999966589,-4.638300785
PPP2R5E,0.040532465,5.725803317,0.141876107,0.889723465,0.999966589,-4.638724169
DNAH17,0.082876265,2.330036645,0.141845381,0.889747173,0.999966589,-4.623345582
POLR2H,-0.050807941,4.575878066,-0.141805608,0.889777863,0.999966589,-4.63141084
MAD2L1,-0.07202084,1.316255972,-0.1417232,0.889841451,0.999966589,-4.615585183
VPS39,-0.02839272,6.245101179,-0.141470326,0.89003658,0.999966589,-4.642314273
CEP135,0.054957322,3.646032028,0.141342589,0.89013515,0.999966589,-4.632219982
SYF2,-0.042090756,6.22034692,-0.141336355,0.89013996,0.999966589,-4.640965949
FBXW4P1,0.0794627,2.404159909,0.141334662,0.890141267,0.999966589,-4.614764993
C15orf40,-0.069846703,2.900084755,-0.141300459,0.890167661,0.999966589,-4.61693036
STK39,-0.085928567,3.153070107,-0.141289373,0.890176215,0.999966589,-4.634341772
SPDL1,-0.05453118,2.21545814,-0.141285129,0.890179491,0.999966589,-4.61832621
ARID2,0.03510349,5.117073065,0.141228926,0.890222862,0.999966589,-4.639673999
ABCB1,0.10231315,3.68985091,0.141050576,0.890360494,0.999966589,-4.635474934
ARHGAP11B,0.09638825,1.715562318,0.141050553,0.890360512,0.999966589,-4.618909761
EIF3C,-0.029996173,7.175456388,-0.140952592,0.89043611,0.999966589,-4.641904405
BNIP2,-0.029988034,6.592981345,-0.14093206,0.890451955,0.999966589,-4.6423894
BOLA1,0.082245956,1.758177868,0.140923546,0.890458525,0.999966589,-4.609592305
CENPX,0.083703011,3.650974285,0.140879586,0.89049245,0.999966589,-4.62569232
C1GALT1C1,0.090232798,2.732262652,0.140863156,0.890505129,0.999966589,-4.626405942
SLC9A3R1,0.05134572,6.246414822,0.140863094,0.890505178,0.999966589,-4.641981089
ZBTB16,-0.108744801,2.645826174,-0.140862319,0.890505776,0.999966589,-4.626354726
ALDH1A1,0.086037409,5.493503186,0.140699717,0.890631262,0.999966589,-4.642342577
ARHGAP33,0.114150918,1.491696578,0.14063366,0.890682242,0.999966589,-4.618629586
FOSB,-0.108434258,9.733894934,-0.140556237,0.890741994,0.999966589,-4.631868203
C12orf43,0.057079265,3.671246934,0.140240445,0.890985718,0.999966589,-4.623321786
NBN,0.073745047,6.146984214,0.140047017,0.891135009,0.999966589,-4.641748976
FDFT1,0.035049123,6.364069838,0.140009633,0.891163863,0.999966589,-4.641883537
OPN1SW,0.07022293,-1.082824868,0.139877398,0.891265927,0.999966589,-4.605352758
KDM3B,-0.027862048,6.530543789,-0.139875349,0.891267509,0.999966589,-4.642407999
ST6GAL1,-0.119061468,5.7076017,-0.139849019,0.891287831,0.999966589,-4.642391966
ATXN2,0.040779338,5.462190949,0.139809879,0.891318041,0.999966589,-4.638525592
PAF1,0.047677153,6.24154051,0.139809455,0.891318369,0.999966589,-4.642364083
SKAP1,-0.113071925,2.306124624,-0.139778288,0.891342425,0.999966589,-4.635113533
VPS9D1,-0.076328608,3.780957075,-0.139718847,0.891388305,0.999966589,-4.631921351
FCHSD2,-0.036472726,5.739604435,-0.139700035,0.891402826,0.999966589,-4.642081446
VPS72,0.069900956,4.816720592,0.139564012,0.891507819,0.999966589,-4.629777073
SMCHD1,-0.09346505,7.234416088,-0.139522773,0.89153965,0.999966589,-4.639660976
EML6,-0.122542868,0.882059038,-0.139505157,0.891553248,0.999966589,-4.610745143
LOC728975,-0.101708786,-0.796335182,-0.139497777,0.891558945,0.999966589,-4.602318752
LOC100291105,-0.097525788,-0.160264769,-0.139417515,0.891620898,0.999966589,-4.611388488
TROVE2,0.038926062,4.787026502,0.13938334,0.891647278,0.999966589,-4.637081908
MYNN,-0.046263956,3.706836456,-0.139378245,0.891651211,0.999966589,-4.626876797
PTPN11,0.046279502,6.615716678,0.139368632,0.891658631,0.999966589,-4.642251575
ZNF623,0.044937127,3.498004344,0.139321629,0.891694914,0.999966589,-4.621560727
NTSR1,0.144982465,-0.128337864,0.139320214,0.891696006,0.999966589,-4.610909665
HOMER2,0.065413968,1.120593506,0.139287011,0.891721636,0.999966589,-4.610981674
ZNF331,0.060763073,6.704571475,0.139263199,0.891740016,0.999966589,-4.638772698
BAG2,-0.075026861,1.981115711,-0.139262093,0.89174087,0.999966589,-4.619537003
CCDC92,0.047542038,4.897502569,0.13921965,0.891773633,0.999966589,-4.634692327
C21orf2,0.047422667,2.624136501,0.139210866,0.891780414,0.999966589,-4.621266745
TMEM129,-0.039142893,3.691400922,-0.139206065,0.891784119,0.999966589,-4.63030486
WDR48,-0.037211784,6.062823326,-0.139178555,0.891805355,0.999966589,-4.642103404
DSEL,0.118878984,1.180032426,0.139162372,0.891817848,0.999966589,-4.61144196
PRAM1,-0.148081386,5.220356907,-0.1390457,0.891907911,0.999966589,-4.640055728
ZNF747,0.051427416,2.044735203,0.138922451,0.892003053,0.999966589,-4.613986791
UNC5A,-0.118674169,0.331290534,-0.138817785,0.892083852,0.999966589,-4.609378218
HNRNPA3,0.035913966,7.385336017,0.138792454,0.892103407,0.999966589,-4.641216717
KLHL17,-0.07384102,1.640046321,-0.138782231,0.892111299,0.999966589,-4.618956847
MAP3K11,0.053466193,6.505729203,0.138779451,0.892113445,0.999966589,-4.642215875
REEP5,0.042810174,6.721522176,0.13864573,0.892216675,0.999966589,-4.642286477
MAP3K7,0.0292927,5.711243922,0.13860932,0.892244784,0.999966589,-4.639637316
CATSPERE,-0.137823899,-2.396779222,-0.138525199,0.892309725,0.999966589,-4.601604642
BCL2L11,0.051297911,6.699971917,0.138524441,0.89231031,0.999966589,-4.642153182
HEMGN,0.263639459,3.191053352,0.13850936,0.892321952,0.999966589,-4.633321099
SPTSSB,-0.099995321,-2.454984256,-0.138492165,0.892335227,0.999966589,-4.607653114
SMC1A,-0.039184894,6.756157314,-0.138361774,0.892435891,0.999966589,-4.642164998
MRPS36,0.052929204,3.461328235,0.138323945,0.892465097,0.999966589,-4.621801629
ZWINT,-0.0862409,2.198040857,-0.138314586,0.892472321,0.999966589,-4.625980055
STXBP6,-0.12072109,-0.771015086,-0.138312724,0.892473759,0.999966589,-4.608930146
FAM192A,0.033056585,5.777075622,0.13830796,0.892477437,0.999966589,-4.639799637
METTL17,-0.036741238,4.21222491,-0.138263944,0.892511419,0.999966589,-4.634188556
NKRF,-0.05710379,3.794968361,-0.138163505,0.892588962,0.999966589,-4.634798795
CEP78,0.058496913,3.684434482,0.138108834,0.892631171,0.999966589,-4.635342226
SLC16A10,-0.087330343,2.81397674,-0.138023967,0.892696693,0.999966589,-4.636842781
THAP6,0.06200357,3.622073633,0.138002069,0.8927136,0.999966589,-4.61852294
FAM126B,0.051954173,5.231214771,0.137980544,0.892730218,0.999966589,-4.638193079
P3H2,-0.117214043,2.299480928,-0.137956771,0.892748573,0.999966589,-4.623628089
CES4A,-0.066421046,1.728805149,-0.137955824,0.892749304,0.999966589,-4.616522849
DNAJC14,0.046293841,4.084159504,0.137944968,0.892757686,0.999966589,-4.627929154
TMEM134,0.042870063,4.301423974,0.137931599,0.892768007,0.999966589,-4.629578913
ATP6V0A2,-0.05933675,3.716676793,-0.137874154,0.89281236,0.999966589,-4.634886362
UCHL3,-0.066381514,1.930670563,-0.137809364,0.892862383,0.999966589,-4.609943469
CHAF1A,-0.042215842,4.225690362,-0.137755304,0.892904122,0.999966589,-4.630778461
MRGPRE,-0.203161463,-1.610602234,-0.137707351,0.892941146,0.999966589,-4.599162111
KIAA2026,0.033484771,6.267704324,0.137621422,0.893007493,0.999966589,-4.640969633
ASPHD2,-0.138137051,1.514247281,-0.137610246,0.893016122,0.999966589,-4.618136547
LILRA4,-0.100093763,1.827775524,-0.137589756,0.893031943,0.999966589,-4.618589674
NMD3,0.03084709,4.955732848,0.137502027,0.89309968,0.999966589,-4.636864734
ZNF248,-0.039954532,2.333399682,-0.137497069,0.893103508,0.999966589,-4.6177901
ZNF205,-0.114921287,1.473328808,-0.13741395,0.893167686,0.999966589,-4.608784888
METTL6,0.057629699,2.928422693,0.137386361,0.893188989,0.999966589,-4.619973869
TAS2R19,-0.144109705,-2.064140256,-0.137368538,0.893202751,0.999966589,-4.601919618
MCPH1,0.053394831,4.724463915,0.137345692,0.893220391,0.999966589,-4.631594482
SCLY,-0.072115847,-0.330511817,-0.137203159,0.893330448,0.999966589,-4.607809065
CGB2,0.145023212,2.283983271,0.137196868,0.893335306,0.999966589,-4.607395536
ATP5PB,0.035523848,6.346654465,0.137179099,0.893349026,0.999966589,-4.641508906
FAM198B,0.142813653,4.806820327,0.137112658,0.89340033,0.999966589,-4.639691604
SLC19A2,-0.062039502,4.061386405,-0.137043603,0.893453652,0.999966589,-4.633836064
MTF1,-0.062825038,6.333010209,-0.136973678,0.893507647,0.999966589,-4.64233862
SPOUT1,0.03610815,3.629301384,0.136855531,0.893598879,0.999966589,-4.628138475
CLUH,-0.044972284,4.808402834,-0.13681866,0.89362735,0.999966589,-4.640572687
NDUFB9,0.039851303,5.988398851,0.136795511,0.893645227,0.999966589,-4.640806723
CACFD1,-0.064058693,3.115304652,-0.136788916,0.893650319,0.999966589,-4.622761197
ZNF562,-0.036074007,3.911875935,-0.136752841,0.893678177,0.999966589,-4.631993269
SAFB2,-0.034055613,6.238202447,-0.136646869,0.89376001,0.999966589,-4.642428536
LINC02427,-0.138087738,-1.538074354,-0.136607071,0.893790743,0.999966589,-4.600029538
EID1,0.061239711,5.014205889,0.136556651,0.893829679,0.999966589,-4.633970035
EVI5L,-0.06765053,4.151882083,-0.136378458,0.893967287,0.999966589,-4.629197738
ZSCAN30,-0.035882288,3.202322749,-0.1363639,0.893978529,0.999966589,-4.623790795
IFNGR2,0.104689657,7.071415164,0.136347081,0.893991518,0.999966589,-4.638935145
CDH16,0.335301316,-1.106931497,0.136282628,0.894041293,0.999966589,-4.600591232
RASGRF2,0.132456026,2.087818736,0.136172133,0.894126624,0.999966589,-4.63447714
ZNF76,-0.054116919,5.041315681,-0.136097992,0.894183882,0.999966589,-4.637750153
EPM2AIP1,0.069397879,4.642864151,0.135999612,0.89425986,0.999966589,-4.639662968
RCAN2,0.123024279,-1.645878183,0.135921125,0.894320476,0.999966589,-4.606002936
CENPL,-0.045839227,1.898384036,-0.135870219,0.894359791,0.999966589,-4.617446021
SYCP2,-0.120849413,0.234110761,-0.135852996,0.894373093,0.999966589,-4.6112487
ANLN,0.106794299,2.160042832,0.135741732,0.894459024,0.999966589,-4.624859324
CAMK2D,0.099459848,4.165046713,0.135706669,0.894486104,0.999966589,-4.639125587
DSN1,-0.065165204,3.908165473,-0.135544518,0.894611339,0.999966589,-4.62220155
UTP6,0.048749897,4.804687176,0.135365156,0.894749871,0.999966589,-4.636004196
DNAJC27,-0.072987112,3.614943167,-0.135220508,0.894861594,0.999966589,-4.623263577
FASTKD1,-0.045047692,3.231830569,-0.13521199,0.894868173,0.999966589,-4.625238167
WDR61,0.046009948,5.071802953,0.135130543,0.894931082,0.999966589,-4.633436971
HNRNPA0,-0.045708808,8.29347066,-0.135078254,0.89497147,0.999966589,-4.640654034
ZNF805,0.070466735,1.820587765,0.135072359,0.894976024,0.999966589,-4.61443829
DNAJB4,-0.044902356,4.104573042,-0.135011113,0.89502333,0.999966589,-4.63694338
POLA2,0.052670848,3.189268366,0.134974681,0.895051471,0.999966589,-4.624959449
SAR1A,0.040667895,6.989168586,0.134853441,0.895145119,0.999966589,-4.642157941
POC1A,0.0550786,1.884792907,0.134844483,0.895152038,0.999966589,-4.613740755
ATP8A1,-0.114701372,4.378676901,-0.134821088,0.895170109,0.999966589,-4.640766092
SELENOO,-0.059119311,3.862344847,-0.134750132,0.895224918,0.999966589,-4.634616817
CENPC,0.046922428,4.210735086,0.134709902,0.895255993,0.999966589,-4.636020109
C16orf72,0.045000358,6.780781042,0.134651429,0.89530116,0.999966589,-4.642445785
NT5DC1,-0.035698845,3.779161716,-0.134576545,0.895359005,0.999966589,-4.627365823
ZSWIM7,0.056316673,3.211792606,0.13457055,0.895363636,0.999966589,-4.624897785
DNAH10,-0.151263911,-1.191626861,-0.13455724,0.895373917,0.999966589,-4.604190294
EIF5AL1,0.044346121,5.937245923,0.134447402,0.895458764,0.999966589,-4.640152344
MYO1G,0.133846093,7.144785687,0.134355609,0.895529672,0.999966589,-4.639482176
RPLP2,0.036679557,8.363599612,0.134320808,0.895556555,0.999966589,-4.639749575
SPATA5,-0.059499826,1.781636915,-0.134227702,0.895628478,0.999966589,-4.620287734
MLKL,0.112510762,4.408434965,0.134199396,0.895650345,0.999966589,-4.637959253
ILF2,0.037218222,7.097062229,0.134143106,0.895693829,0.999966589,-4.642354669
CCDC178,-0.250069345,-1.84152384,-0.134138653,0.895697269,0.999966589,-4.599447229
TNR,-0.137282251,-1.437638078,-0.134122103,0.895710054,0.999966589,-4.602980634
GINS2,-0.079861215,1.569705343,-0.134101039,0.895726326,0.999966589,-4.615468998
EXOSC5,-0.070149611,1.951127769,-0.133979699,0.895820064,0.999966589,-4.617890973
COG6,-0.067489499,4.492635543,-0.133834476,0.895932254,0.999966589,-4.629037094
MTCH1,0.038851108,7.44172345,0.133828513,0.89593686,0.999966589,-4.641622317
INHA,0.160541203,3.320062798,0.133827043,0.895937996,0.999966589,-4.617883332
RCC2,0.030988805,6.446853958,0.133826187,0.895938657,0.999966589,-4.642459648
PICK1,-0.045745959,3.724400145,-0.133721939,0.896019194,0.999966589,-4.627199034
DGLUCY,-0.056226515,4.794429479,-0.133710752,0.896027836,0.999966589,-4.638268012
SLC27A4,-0.056801265,3.180738929,-0.133702148,0.896034483,0.999966589,-4.627328474
CLOCK,0.05208362,5.03708175,0.133673863,0.896056336,0.999966589,-4.632270324
ABCC5,-0.096384159,4.4171655,-0.133665512,0.896062787,0.999966589,-4.640970209
HDAC6,0.03204556,5.380166792,0.133591689,0.89611982,0.999966589,-4.640826471
ZBTB48,0.057375641,3.726884731,0.133433762,0.896241831,0.999966589,-4.630834692
PEX10,-0.067413409,3.046950498,-0.13339158,0.89627442,0.999966589,-4.616902504
SLC38A5,-0.111118095,2.030121625,-0.133388686,0.896276657,0.999966589,-4.622446714
FOXJ3,0.047643275,6.791236118,0.13336499,0.896294964,0.999966589,-4.642421285
PLEKHG1,-0.053218373,4.245082131,-0.133330821,0.896321362,0.999966589,-4.632335426
TUBA1C,0.044142261,6.454494596,0.133299819,0.896345315,0.999966589,-4.642408505
STIM2,0.084061426,4.556195669,0.133297703,0.896346949,0.999966589,-4.640762818
BNIP3,0.055486959,3.602837875,0.133226106,0.896402266,0.999966589,-4.628646883
TOMM5,0.068229877,0.125155313,0.133161394,0.896452264,0.999966589,-4.607382901
PSMC3IP,0.068010583,0.254275333,0.133107304,0.896494055,0.999966589,-4.608914521
ATP2B1-AS1,-0.126320714,5.344559436,-0.133082074,0.896513548,0.999966589,-4.641492537
GYG1,-0.057379429,5.429726923,-0.133071436,0.896521767,0.999966589,-4.640286236
TSHZ3,0.124988009,2.784131412,0.132989954,0.896584722,0.999966589,-4.627560921
LILRB2,-0.134689925,6.998794356,-0.132968026,0.896601665,0.999966589,-4.641566725
GALK1,-0.077415997,3.190224292,-0.132924082,0.896635618,0.999966589,-4.624566382
PLEKHA4,-0.08176163,1.215217633,-0.132909385,0.896646973,0.999966589,-4.608470434
SLC39A10,0.067831273,3.40505576,0.132903255,0.89665171,0.999966589,-4.632918439
B3GNT9,0.059850029,-0.054336245,0.132902718,0.896652125,0.999966589,-4.608955995
ARMC10,0.040383295,4.131617266,0.132810599,0.896723301,0.999966589,-4.627787888
BCR,0.04559573,6.421393053,0.13269086,0.896815818,0.999966589,-4.642275019
SNORA73B,0.097724763,-2.034911535,0.132625951,0.896865972,0.999966589,-4.603281422
GALNT2,0.0551371,5.726155359,0.132573031,0.896906863,0.999966589,-4.642437355
MTOR,-0.036480624,5.472139171,-0.132460641,0.896993705,0.999966589,-4.64194598
ZNF691,0.065111498,2.617832318,0.132434427,0.89701396,0.999966589,-4.613708163
LOC100507144,-0.062053069,-0.470299626,-0.132377632,0.897057846,0.999966589,-4.615693781
SDHAF4,0.085993319,2.152971623,0.132361373,0.897070409,0.999966589,-4.610152398
THEMIS2,-0.14160563,7.126544437,-0.132350194,0.897079047,0.999966589,-4.640651763
FAM3B,-0.179660444,1.81134275,-0.132183274,0.897208029,0.999966589,-4.610414398
SCAMP1-AS1,0.06048388,1.409150848,0.132178612,0.897211632,0.999966589,-4.610498842
ZNF493,-0.114468427,2.224467217,-0.132169382,0.897218764,0.999966589,-4.620665452
NRGN,0.093663843,4.289452757,0.132052028,0.897309448,0.999966589,-4.63269834
